frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,waist_yaw,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
10,-0.058353582207170664,-0.05179304476482065,0.5233984018155403,-0.08169100664283753,0.05016201969943815,0.7106715670663171,0.6969621761450607,-0.4958383232892881,0.14609902669766484,0.03331922611732847,0.32004274449848874,-0.11326553996249933,-0.03126637788192545,-0.7436616613812581,-0.3137848377155008,-0.09075270691592736,1.073286814825723,0.051960405897514134,0.151528363076775,-0.07115410387584013,0.015446602536389917,0.5393068291994828,-0.4302188662091498,-0.6592503992719144,0.06302790192476422,0.005902488302199503,-0.5207899487445579,0.5350784151599441,-0.8986345462896876,-0.05828832582359054
11,-0.05946504045959971,-0.04273433736385168,0.5235611687374914,-0.0810871722483708,0.05310920788189104,0.7149232467251889,0.6924514667663256,-0.4855118030078939,0.13459109540788733,0.02409995020591824,0.31782406506148037,-0.12270027964428945,-0.028415076358387244,-0.7711973886589445,-0.3181179122110193,-0.08249183864223605,1.0950449988063546,0.051911242666697714,0.15257433229157852,-0.08639870685509944,0.019526445891042944,0.5347604445382015,-0.42763947922387635,-0.6447108290990581,0.0637678259884324,0.015792989075102022,-0.5167380344721042,0.515778825398905,-0.8969814289267488,-0.07660891393492823
12,-0.06124176381922614,-0.03172053288559401,0.523813042176086,-0.08075754201601196,0.05555934280470953,0.7205336152112333,0.6864566178465112,-0.4718328345672006,0.12289451573147107,0.012742400377543464,0.31723709837837133,-0.13944045047204656,-0.028906936193210702,-0.8074899669377328,-0.3234682418726103,-0.0791394935321487,1.094444281125566,0.04412421408211101,0.15065876868515052,-0.10839033928707739,0.020780030199033496,0.5322773738638561,-0.4286758127441661,-0.6379683906171854,0.058312813210090526,0.02477287232654002,-0.5167539255576049,0.5003616187004636,-0.8987369955083323,-0.08350583231758212
13,-0.06286510927443863,-0.018846088735397008,0.5240106894749307,-0.08119421624066318,0.05782612459314604,0.7272401654397878,0.6791063100389455,-0.45465747503357207,0.11326485282269148,-0.0010737128001777618,0.31452184976406256,-0.16224244436610982,-0.032711823941968185,-0.8433844867257816,-0.33133055508265746,-0.08637264916644906,1.0598896755138794,0.03488170148529908,0.14855691310738023,-0.13688478418577812,0.016949975821728618,0.5327082527405766,-0.4316849119849003,-0.6372469502393185,0.05400258201317374,0.0292680085785682,-0.5185458454323343,0.48604169396816993,-0.905159177437254,-0.09148714421595613
14,-0.06499358068412181,-0.0034485218833950775,0.524062131264299,-0.08094957279949228,0.05854263146585842,0.7354062717083412,0.670222009856935,-0.4286046511479795,0.1055961577547245,-0.016623538885192874,0.31102616838255553,-0.19495766625272015,-0.039380780345471655,-0.8726131182228601,-0.34178249424539686,-0.10584256357407633,0.979141888982717,0.02871110174606574,0.15300633541500566,-0.16970643472325087,0.012777742215020808,0.5311549384289953,-0.439480608749569,-0.6388037157407568,0.05281764624084341,0.03241485299384273,-0.5204626042675208,0.4750020933054492,-0.9118343169986507,-0.10058123905119552
15,-0.0705182176474275,0.018944483662212283,0.5238890240629627,-0.08077793355443644,0.05744527778835017,0.7451826061377931,0.6594526889930623,-0.38769657018507414,0.09885689364082179,-0.029056565724207943,0.3140414526264523,-0.24995110607146515,-0.046359568618043606,-0.8874638419320419,-0.35683209179475156,-0.15407212026864428,0.8203190719721186,0.030482394252026947,0.16370516886592323,-0.20771496912101853,0.01741290008511922,0.5221514812320394,-0.44643404952740007,-0.6431587816408062,0.05051557370062269,0.03665578216889309,-0.5218797199018286,0.46002252638939534,-0.9161563390312696,-0.1067088808691242
16,-0.07613835569387004,0.03670962433270135,0.5237464853052693,-0.0777307502421889,0.05343126453409072,0.7538957467317544,0.6501878447778339,-0.3447260687689866,0.09313385233896022,-0.04324032446108948,0.31752057225842456,-0.3133714759244088,-0.05287234202689651,-0.9041349428256866,-0.37057889964812746,-0.18841411429542007,0.6549850021342566,0.029152287451027322,0.17685378090454343,-0.23752060932078634,0.019798633466415166,0.5081090623431828,-0.42964117272140506,-0.6550956011135792,0.0778755718738374,0.04789616491588988,-0.5190586856651453,0.4320402435495833,-0.9264717709997318,-0.13464944494933134
17,-0.0756724791485934,0.046307108996652406,0.5239798208211772,-0.07232229515389643,0.04986407972199489,0.7600897121191789,0.6438530024063992,-0.3091663018991937,0.09223740245560653,-0.05512013898186931,0.30737265919479523,-0.35374707265862704,-0.05966242353145594,-0.9332778828739083,-0.3862559952499975,-0.21352331868904714,0.5558621071782298,0.019466316195815698,0.18275776180156997,-0.2564494404245192,0.018745488252812005,0.5072086071913211,-0.4268944658448205,-0.668240889183841,0.08179418565884862,0.05469795542530211,-0.5230064219272861,0.4233139040061976,-0.9293448359703841,-0.1291766254452533
18,-0.0753732975293386,0.053133877540226644,0.5258922594811657,-0.05743900442652373,0.03610563492511141,0.7687733171370363,0.6359125181620987,-0.24146449831019567,0.0929319667323468,-0.07673689891614369,0.27815029534502067,-0.3805127139927078,-0.0583931474428653,-0.8998171597850982,-0.4044829358334174,-0.2520350678967206,0.4355331760076164,0.03461094553699588,0.19391715823725078,-0.2777661161231446,0.04822695967417388,0.5052288612375799,-0.43474945427902745,-0.6826934248057308,0.07414002859043235,0.09406107460353437,-0.5180903558013281,0.4033579236103467,-0.9193344756081507,-0.11270133183145556
19,-0.07103431588435463,0.06276352703521537,0.5251109578667702,-0.05014977925375977,0.034406024107283745,0.7742966767474749,0.6298935477711639,-0.2057044505205836,0.09500440782162622,-0.09117842017865528,0.2612663937538453,-0.40329962308241907,-0.06065028678646957,-0.9024659081502471,-0.41548207703378076,-0.2685739605443105,0.367941993165781,0.04501498840509459,0.20323635764677472,-0.2899690984534043,0.05122514003226915,0.5093724539126493,-0.4363044838287015,-0.6941348342160795,0.07103185874240651,0.10484284705895458,-0.518488138370996,0.391815985257393,-0.9218703707984178,-0.10936565469671991
20,-0.06449351757166646,0.07526272946959048,0.5226807354901039,-0.04010917766729158,0.03466523710899535,0.7797830638545323,0.6238012091433197,-0.17299413885261294,0.09501802478909696,-0.10492193610889138,0.26205348088989355,-0.42709921043184657,-0.06411695277261939,-0.8929369044746013,-0.4230863214413131,-0.28049958955342985,0.3129190103136344,0.061228310519613874,0.21379379237783716,-0.29623579371061326,0.04645672841185567,0.5075657963250274,-0.4426760857985176,-0.702213678942179,0.07232850623808922,0.11375884715145411,-0.5196975977968993,0.3868886406463007,-0.9176666750372868,-0.10661507401760674
21,-0.05674866390181717,0.09228236510782023,0.5189895742429069,-0.030338995123758372,0.038217360838545496,0.7864744774967897,0.6156921917253518,-0.14479489430254397,0.09395009588813709,-0.12149395631792505,0.27146252248904673,-0.44496586357723866,-0.07384453754940373,-0.8701528514311738,-0.42993206273529205,-0.2864111820599125,0.26902927680036764,0.08274560388287931,0.2258764595322496,-0.298889633484536,0.03547858280264886,0.5045247712318276,-0.4442857136070819,-0.7080958306266605,0.0700584701522389,0.12355274008159109,-0.5223252751751931,0.37881379767100065,-0.915034280889967,-0.10447903597592786
22,-0.04628224049697232,0.11583136004999355,0.5138496142853338,-0.021152046726311515,0.045026673776750764,0.7939288509125663,0.6059720862024429,-0.11625581333406874,0.09555732057310391,-0.1461113876986528,0.2826014012499459,-0.44858753080546454,-0.08923917859331325,-0.8480533077974689,-0.43609154945908984,-0.26994513666297865,0.24794227187382165,0.10856026781162977,0.23689898381594118,-0.3032306169195049,0.025730605960398948,0.5044083412518591,-0.45273939695866317,-0.714101358578021,0.06207036783652297,0.12976346174340014,-0.5251947587433131,0.37598825350760673,-0.9125156130161602,-0.10203502466272225
23,-0.03448100992203623,0.14113798657406862,0.5066593421736256,-0.009783549791717682,0.05460233875103125,0.8008739224912778,0.596258188228744,-0.09288223257888059,0.09449313121074718,-0.16089477406934521,0.30880489944688577,-0.43648821560186213,-0.10490377990511297,-0.8121024969670217,-0.43970218370270386,-0.2575115014012601,0.2338686945497164,0.13654683296222656,0.23863140613287384,-0.29577449037780024,0.008785316427130851,0.5028210313726087,-0.4677056654063474,-0.7241603336511918,0.051108211683040146,0.13580619127259885,-0.5301248280320139,0.3771543922623685,-0.9036604334011931,-0.09347968924765085
24,-0.026663055707534754,0.1717130560347191,0.49945042612581014,-0.005630996715347308,0.06523317496748905,0.8073907893073045,0.5863727808326199,-0.07141453192814008,0.09909562109273956,-0.17147426602079638,0.3321840401684003,-0.40074658127069285,-0.1252575963261475,-0.7942992844820325,-0.4439844489946534,-0.22551084425256365,0.24951918823724129,0.16396318621132125,0.2329422365405952,-0.29509596641411995,-0.005440042695608485,0.5024971682380273,-0.4934300276125193,-0.7308005271537066,0.037854617795947176,0.13409303701217748,-0.5301322832897398,0.38805166632035737,-0.8887516218489016,-0.08759279229132345
25,-0.016463784294506793,0.20664655666605178,0.49087934597102945,-0.010039125347483725,0.08274561197482481,0.8095837961779732,0.5810563282739726,-0.07616394967741591,0.10073812271599325,-0.2084269676219988,0.36964066353404246,-0.31753970498842937,-0.15591596696487603,-0.823669754788565,-0.4376482889298491,-0.18889468907115084,0.3289315645885416,0.15158465853999104,0.21718865580927546,-0.2890283077374883,-0.03512481718853101,0.5096323084300425,-0.5333969486543467,-0.727881906142152,0.011672320980632324,0.10155526967789746,-0.5239560974583999,0.42659949782207324,-0.8521635957269111,-0.058338181602389946
26,-0.011005747446024552,0.22438918860874038,0.4873641044637348,-0.016558379152843982,0.09892587544140477,0.8081978699883624,0.5803065519139481,-0.07856610550008605,0.09821964811943318,-0.2573018050417887,0.37492351824895065,-0.24047285175518754,-0.1893477196732863,-0.8539028934684283,-0.42987882240890735,-0.17070300629289648,0.38934670625455914,0.1329311795995033,0.1919044373218224,-0.2915067272599393,-0.03475363772336606,0.5202765453973058,-0.5765450871475969,-0.749256092475996,0.008472605875435848,0.08530961256188171,-0.5205480771048949,0.44594761334736976,-0.842087809716213,-0.0465748949929711
27,-0.00657573954844229,0.23750417936831708,0.48886116000498736,-0.02818203971255399,0.11327952290340065,0.8079235642079055,0.5776097616263178,-0.0897716125093772,0.11330263413384345,-0.25783338195492717,0.39256465570297794,-0.10469347776422848,-0.22828981191147096,-0.9040804885305391,-0.43106438412552656,-0.1460988029140905,0.4486319905865943,0.10670691369435599,0.16942454380201585,-0.29483751199181074,-0.0418832368402626,0.5322098831639941,-0.6197352383223017,-0.7719524147579334,0.007727550441035817,0.0642442040449245,-0.5224800618153378,0.46985569206242256,-0.8335926673664215,-0.022585086818864814
28,-0.002767367441903382,0.2537783486897308,0.4887601334716423,-0.03571193651699063,0.12458020687261609,0.8052564736512574,0.5785900459639134,-0.11120328958648458,0.1169228537213366,-0.25379946094549105,0.4182929995918132,0.018158581758634953,-0.266334325351657,-0.9500450342790812,-0.4292721009969167,-0.12154369476666092,0.5019663397478696,0.06325635374244891,0.14557619339287642,-0.29108260529000984,-0.04916446043415173,0.5385923480407564,-0.6568390280768138,-0.7939158706040502,0.013141278212506038,0.045603405642397815,-0.5254581564417495,0.48822299052525747,-0.8281482673683449,-0.008110730992037431
29,0.00032971193539411167,0.2723153889944422,0.490754522124315,-0.037539966832685234,0.13393561098294846,0.7997227864926404,0.5840337899173907,-0.14406009182937898,0.11652692320519331,-0.2410986036202166,0.47841275588256127,0.10956575291982312,-0.28580079949525716,-0.9731860989735778,-0.4199297322548207,-0.0873343433036209,0.541676160393126,0.019740143099023437,0.12118347393007808,-0.2790429344650912,-0.05172792770036945,0.5467744463184527,-0.6878188412020243,-0.821556675357181,0.014576844248834096,0.03171358209257743,-0.532304485763015,0.506921800014456,-0.8192439740235403,0.004916151319076438
30,0.004703402021722034,0.28708656227970425,0.49488512920649347,-0.03365604785417715,0.14171886756809776,0.7942787505616942,0.5898341287380767,-0.18674675915254824,0.11151962036883159,-0.2149791189697336,0.5420786423395857,0.147206655092145,-0.29174030067671297,-0.9693885848019913,-0.41207822989843684,-0.0645536624691331,0.5521673917329758,-0.009597632184985026,0.10791193393135344,-0.2630966430936344,-0.05155254123454518,0.5558398930253151,-0.7110543062664925,-0.8575461463926483,0.013920090391071498,0.019218810073432728,-0.5400522898550093,0.5127289870592839,-0.81780572554174,0.011949972084832162
31,0.006224380627654743,0.29985022753576857,0.5001410675238221,-0.028147906714544063,0.14416041943692937,0.7888407439613595,0.5967878596971001,-0.24191100372506977,0.11123599644362338,-0.17075168946518957,0.6112851574623784,0.1443108177066716,-0.27906144276565836,-0.9367864530973168,-0.4036741006665271,-0.05750195870933695,0.5368442484776361,-0.02992885045472471,0.10314450681753287,-0.24008313924366817,-0.04744472489037044,0.5648934913648277,-0.7119672714103312,-0.8964108321256705,0.01758681045417698,0.020079861241316853,-0.5539630644505719,0.5124993966871553,-0.8313460019482534,0.011922420132637699
32,0.009348079452815922,0.31510855168163526,0.5054477113422279,-0.02319918618814906,0.14592916659261984,0.7807985566379009,0.6070585557011453,-0.29741660379296625,0.11814662541386746,-0.12385206971374976,0.6572554579889993,0.12856156039830102,-0.2613688013883362,-0.9025620441109425,-0.38640356088808697,-0.0487108653712217,0.5227660151631047,-0.05458957229678814,0.1001682512851054,-0.20565987616992895,-0.04245536957953218,0.5718655342604534,-0.6916742749500533,-0.9220391332322122,0.016230355744501334,0.01864677294603029,-0.5648128647683553,0.509990180799158,-0.8395186873963828,0.01601613049159289
33,0.009491833330414291,0.33039872431668527,0.5092541714118815,-0.02094764999549992,0.1473732600020876,0.7725074843740652,0.6173123235300553,-0.36426660802972183,0.12460609990489376,-0.07120668140718463,0.6871340075300604,0.0952894353269234,-0.23497863824129642,-0.8761980760807119,-0.3729767981107769,-0.03796827846051599,0.5137065326677429,-0.07791632516863403,0.10296515768566541,-0.1702433070484109,-0.0433614255511991,0.5729042001482538,-0.6691891204776566,-0.9348609397508918,0.012006897443539975,0.014633257685401073,-0.5754591807521016,0.5015987335389565,-0.8539717340359666,0.018015261982381025
34,0.009793284914565444,0.35217079507295396,0.5135696997093973,-0.019757257942031523,0.14516672878505102,0.7617931783670612,0.6310367857786658,-0.4064284774071745,0.1375514279161768,-0.03258527162905982,0.6587041764194994,0.07846823572048463,-0.21603588907349175,-0.8334743824711016,-0.3482259494613279,-0.028996263946012738,0.5052556058105374,-0.11042010194147582,0.10510631895245132,-0.1279419509205586,-0.03445046541008473,0.5760755882934225,-0.6372671200942823,-0.9427424323731142,0.009034310277564444,0.0137456824866043,-0.576835566022918,0.4919792796778209,-0.8668887990307405,0.01464877263611663
35,0.010521865115542421,0.3759120991133187,0.5176857447783514,-0.01968739552241272,0.1425896556607571,0.751027377751277,0.6443900018033574,-0.4316852979996522,0.15273872790637322,0.011077556141158677,0.5921188687644753,0.0554642732049878,-0.19712108734892594,-0.7878791303866595,-0.324107955230039,-0.02550007153537321,0.49868040212062675,-0.14104927948176688,0.11270140413967017,-0.08948786586853555,-0.025381275029209997,0.5785721297581246,-0.6129144139107816,-0.9392895786274034,0.006310220613312742,0.01616073548493857,-0.5768309874547362,0.47790857566568806,-0.8833170674927341,0.0064846186887061895
36,0.009504503842285421,0.39469159685746386,0.5204665573404388,-0.019511318314365457,0.1372718962805798,0.7418648696260078,0.6560581149288187,-0.4409671268639493,0.1608610211640644,0.035952575512817234,0.5277154605881674,0.04198884975885132,-0.18716502263041784,-0.7428141637622843,-0.3020276093678788,-0.020057991164052276,0.4870188711982323,-0.15953851835282556,0.11873934157083668,-0.0629990442444892,-0.012755948125148617,0.5812966202042169,-0.5875781005218373,-0.9346056871100118,0.008933609695742651,0.019024628014863515,-0.5749800313081569,0.4615518425124238,-0.8950109662295191,-0.004942453076359962
37,0.00759369539469063,0.41264443346087326,0.522377610471202,-0.0209754085759393,0.13074185084183218,0.733746677483181,0.6663950884842391,-0.4462062322665977,0.16516616511005502,0.054474959747890815,0.4609809267685678,0.02266284510155932,-0.18132986398090375,-0.6992529206795483,-0.28061134066006344,-0.01723664316623403,0.4759615058320731,-0.17885150391587779,0.12694065914776786,-0.039811838294415876,-0.004054724735326726,0.5820838603811023,-0.5644284849698195,-0.9229480048755494,0.010888711921123968,0.023012720287215557,-0.5706178275496714,0.4445703010691845,-0.8993412766598728,-0.014475710246574972
38,0.004651861240690611,0.4278659846952539,0.5232678709672962,-0.02289196398659608,0.12314423167133362,0.7255729779314234,0.6766500645729957,-0.44296663816063253,0.16616037172163295,0.06332102581828357,0.40160138611811946,0.0052725603003067655,-0.1768789378831611,-0.6609018167976396,-0.259348025066187,-0.011503685973039895,0.4650963043732355,-0.19754655753641587,0.13147600599141376,-0.024784866683897584,0.005515527229254059,0.5828532780305585,-0.5504547717338875,-0.9102148054416985,0.012874185912070407,0.02782586220308505,-0.5642428514049908,0.4291917151866944,-0.9020026319144411,-0.028586522944160343
39,0.0019301761796155811,0.43888174655902357,0.5233551985296861,-0.023808923850107983,0.11412365849236858,0.7203237974917612,0.6837708333092783,-0.4312196591611281,0.16500555101765385,0.07177425755912865,0.35248868468737976,-0.006918087935871333,-0.17414300145293687,-0.6265895955188512,-0.24153429829992734,-0.00919240736146892,0.4579567047586492,-0.21485328760417985,0.1326156948548758,-0.017703678911736707,0.012713668852608351,0.5851909681633506,-0.5463643101972695,-0.9058690669140849,0.014608065863716997,0.0365761189046149,-0.557271593373865,0.41647659516391283,-0.8990448330871329,-0.042007589622697225
40,-0.0013105424395729883,0.4480854498444195,0.5227579694926938,-0.025824660953254586,0.10344888808247696,0.7166063672894065,0.6892798624662035,-0.41437287788871335,0.16498359044638305,0.07790983971344426,0.3109274576255212,-0.011305227337936773,-0.17254166649131977,-0.5937484534150563,-0.222038241120038,-0.007475345562229661,0.450768324521914,-0.22985088304351087,0.13007160577292626,-0.016010505758209663,0.017896786462852393,0.5858480707187383,-0.5445046593842284,-0.895633569649042,0.010942294068626995,0.044640430788101745,-0.5527530670175977,0.41274170733315463,-0.8919875421728437,-0.052204452459977256
41,-0.004909366868787356,0.4557421288985088,0.5224346420779222,-0.027055840083718967,0.09197350265727748,0.7149651096468,0.6925559532009342,-0.3894990148206942,0.1666349860012734,0.08570765075611318,0.2791553461948918,-0.017259084237629084,-0.167750795372751,-0.5569094026012933,-0.20574128629451363,-0.010823362168855037,0.4382918262262958,-0.23824486868746056,0.12896899709408857,-0.020770649862463568,0.020250858711066737,0.5823866974770058,-0.5466139679484392,-0.8859548681335294,0.009340167071106254,0.051222745844977886,-0.5459732243243551,0.4132279973414099,-0.8790424614764798,-0.06087984272067692
42,-0.009981916339115248,0.46061346544977466,0.5224479931608209,-0.02717736630656338,0.08797915113455756,0.716442294118982,0.6915428395434452,-0.38718751231416004,0.15797221840237413,0.09627503194632106,0.2841074659233464,-0.035294755247132915,-0.14772612262729873,-0.5373898895941136,-0.21082391665357114,-0.015399129828088887,0.4301198575247615,-0.24116632290591444,0.13291616498093375,-0.03616540451667225,0.012019596650896374,0.5672594550675186,-0.5503700792493107,-0.8722713659238251,0.011480363741654669,0.05128093695003317,-0.5506083262774674,0.4185734314164195,-0.8697132185467891,-0.06291833933715607
43,-0.014288148962925525,0.46567948525610103,0.5237824405047449,-0.02910368398984982,0.07851182507187957,0.7192576580649419,0.6896791211984284,-0.36644563998812496,0.16884544908951313,0.10422676606964403,0.27526578984484207,-0.06507596192074623,-0.13141731969202405,-0.4942136600820748,-0.20176083055281807,-0.03421936633912907,0.39844870345599165,-0.23665574899812333,0.13193372348523508,-0.04929341154429709,0.006123870933288577,0.5559258806387788,-0.5593080883025098,-0.8528695297628718,0.004599798225237069,0.056039195096361454,-0.5452363814604781,0.4314893055523103,-0.8536941792090833,-0.05601383333241179
44,-0.01965813438979559,0.4705562036766529,0.5249555652818061,-0.030554298492007678,0.06926325030343103,0.7207242301383794,0.6890759182357964,-0.34653873868566176,0.178790326119727,0.10864241808063113,0.2725384792115275,-0.09534263545946464,-0.11924660007416533,-0.4521961243954325,-0.1930862651860462,-0.047024210150341555,0.36507953610903104,-0.22877067126297035,0.13087615991346244,-0.05914690633323431,0.0007184230365154306,0.5463973372130231,-0.5664823270572178,-0.834743667691681,-0.00697191250751483,0.05705950484938844,-0.5343086584150376,0.4476899303666044,-0.8316182390709219,-0.04392931456904169
45,-0.023144973139738078,0.4734037669346422,0.5257571328851119,-0.03280779697351596,0.06212828132297994,0.7216888838648181,0.6886427811453126,-0.3372896193659102,0.18980828868841418,0.10858704902406427,0.2752076940186553,-0.1184526353092541,-0.11056378507959187,-0.42450717490273926,-0.1829040773589723,-0.05684864467338985,0.3419472439984577,-0.22061468567921846,0.13112190871746165,-0.0638777083168349,-0.00962953755750526,0.5373814723515575,-0.5674457154867877,-0.8121850613477788,-0.014038819600871253,0.05405974604241062,-0.5199309916131353,0.45955387633035355,-0.8046944370702487,-0.03535063558778869
46,-0.026691663422922618,0.4735611891815267,0.5260631443859187,-0.03698017226684322,0.05657524644959952,0.7208285146958091,0.6898100903507546,-0.3408077859919382,0.2022108117054769,0.10786417056861022,0.2863521871750976,-0.13699985118733207,-0.10488797384120208,-0.4120877539713394,-0.17108024234005778,-0.06131795880916379,0.3249500130854567,-0.2087141026180071,0.13217731873448393,-0.06397467705141155,-0.020899749963862797,0.5266342038954663,-0.56051578224121,-0.7937649378806153,-0.019795970245047437,0.0514977407245316,-0.5089032013115959,0.47650585512467886,-0.7832421000494594,-0.022895677062796934
