frame,root_pos_x,root_pos_y,root_pos_z,root_rot_x,root_rot_y,root_rot_z,root_rot_w,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z,l_hip_pitch_angle,l_hip_roll_angle,l_thigh_angle,l_calf_angle,l_ankle_pitch_angle,l_ankle_roll_angle,l_shoulder_pitch_angle,l_shoulder_roll_angle,l_upper_arm_angle,l_elbow_angle,l_wrist_angle,r_hip_pitch_angle,r_hip_roll_angle,r_thigh_angle,r_calf_angle,r_ankle_pitch_angle,r_ankle_roll_angle,r_shoulder_pitch_angle,r_shoulder_roll_angle,r_upper_arm_angle,r_elbow_angle,r_wrist_angle,l_hip_pitch_angvel,l_hip_roll_angvel,l_thigh_angvel,l_calf_angvel,l_ankle_pitch_angvel,l_ankle_roll_angvel,l_shoulder_pitch_angvel,l_shoulder_roll_angvel,l_upper_arm_angvel,l_elbow_angvel,l_wrist_angvel,r_hip_pitch_angvel,r_hip_roll_angvel,r_thigh_angvel,r_calf_angvel,r_ankle_pitch_angvel,r_ankle_roll_angvel,r_shoulder_pitch_angvel,r_shoulder_roll_angvel,r_upper_arm_angvel,r_elbow_angvel,r_wrist_angvel
10,0.004777219505423781,0.008175526242506705,0.3763037613693005,-0.006663650270259401,-0.007367081553244133,0.5861057029879035,0.8101737016217686,-0.000491264386927372,-0.015259639899395099,-0.005625106867490626,-0.029203776391437262,-0.025333836822053153,0.006263490373601523,-0.194174256786902,-0.0658839363386981,-0.2353540904262147,0.3667786150206837,-0.23836439307543647,0.0327254101194378,0.014875418897858891,0.3253590571917096,-0.643862181117101,-0.46208064255459896,0.004183732617901716,-0.31025232370464184,0.05107078780839025,0.1605961890391671,0.5708000534538759,-0.21277896397542279,0.09254752597446855,0.06660775530118826,-0.362556167987892,0.747988141235596,-0.5880867317149944,0.023282366828471363,0.032303853665129056,0.11112281445964899,0.09855147382617085,0.003350615601656337,-0.17827608768139075,-0.04724615131913683,0.06569101388721423,0.05708965157112389,0.02451609847877456,-0.020768389781747332,0.10441569837167218,0.13947484344379313,0.08265597425685198,-0.021858787066111884,-0.2184068465536121,-0.09260784754809917,-0.115030784684984,0.029948960638745414,0.07410188285282698,-0.011453686305404331,-0.01505578483297354,-0.16116099204393314
11,0.00508533669697526,0.00804070365648919,0.3761987705222187,-0.006823968617630898,-0.007590758896454617,0.5860261365968856,0.8102278574925755,-0.003388074121259468,-0.023793191974706838,-0.004715444533053004,-0.02089547643930928,-0.002839906327682137,-0.04543001216816985,-0.19410938311563875,-0.06367215396612257,-0.2332135611102251,0.3671122907367856,-0.24170251217550678,0.0316355798878732,0.01587562857438476,0.3267016909328497,-0.6441318306749021,-0.4625846509609467,0.006185554922413645,-0.30781365050976134,0.05268073759897585,0.16001107747718699,0.5661629383295554,-0.21504315655139847,0.09027424247479286,0.06667989612228216,-0.3611847441177835,0.7487155747782881,-0.5886764906446034,0.02023130968291687,0.003494152940457934,0.11303315991342648,0.0804018535357047,-0.006138485272598471,-0.1630089754244772,-0.056053461775162905,0.05674899864619568,0.09682077931109367,-0.01899947494348464,-0.007449046245086577,0.09513561365560848,0.11583801139300742,0.0962365116188862,-0.010967771681728855,-0.24870733101791942,-0.12860695076628084,-0.10685485891914169,-0.03947505861354832,0.11186651142316012,-0.0008401512441330583,0.004563525213793773,-0.16916724679670947
12,0.005638691706602897,0.007748890923352451,0.3761151435879784,-0.006975673703890665,-0.007651933079245388,0.5853670880648391,0.8107022635388519,-0.007266668629855155,-0.027546683993945727,-0.005724083367583677,-0.017352533962049062,0.020221888892728315,-0.05547326865183355,-0.1940344906692837,-0.06136260994216104,-0.2321380162847865,0.36653307560977977,-0.24488475209241556,0.030483271648431287,0.01714537884370672,0.32923188836415335,-0.6446221601148404,-0.4623786044044024,0.007989157164126055,-0.30561880324892154,0.0549202482731457,0.16015747817189793,0.5608517602131591,-0.21792324200607402,0.08827333161770289,0.06502875295664633,-0.35808150753096557,0.7479545351858307,-0.5879041907064426,0.016515676956602984,-0.03650577028796731,0.11370200375988952,0.09101005070442716,0.007296804772623233,-0.14888018402378217,-0.06041112210740306,0.03679569957458191,0.10742598182995333,0.004158535491549653,-0.005544898633276507,0.07588012297475859,0.11189495751129375,0.1014607790065446,-0.0016376990221660115,-0.3013937779500597,-0.1669868374892837,-0.11007229209465744,-0.07286073568755005,0.1326502015414413,-0.06943205932589125,0.034285789349239315,-0.1768249401325893
13,0.006039827684949901,0.00741817189895655,0.3759698071875153,-0.007350389038537022,-0.00745805702287626,0.5851291361828624,0.8108725196702147,-0.009975556158196524,-0.02067131625679063,-0.007947433380893487,-0.021522873266719176,0.030139759590159156,-0.031206920765880376,-0.19556961392715744,-0.059124073815726985,-0.229573159082048,0.3674041629276905,-0.24765771953645807,0.02921913500357708,0.017347456557368038,0.3309987302060478,-0.6439654892552401,-0.46280644690627776,0.009220759841403988,-0.3033378522093096,0.05673916875923764,0.15994556951630035,0.554107187211553,-0.22172263005096982,0.08587135079100656,0.06376546669478016,-0.35587873605612586,0.7459382924052524,-0.5873050590706338,0.013158312077613296,-0.08460389905678642,0.09902070393318622,0.12837942983330575,0.07178866633688885,-0.131853180327908,-0.04818560017289409,0.00391510318065438,0.06661696058848782,0.06405920420082534,-0.0006498989645178921,0.051569736896950755,0.10144899867279705,0.09158135714326751,0.00975254079078336,-0.2989302523817544,-0.17031999021953972,-0.1275215549357514,-0.052104423037940134,0.0854103822775093,-0.1143843406571754,0.03670855854414068,-0.15437333853297086
14,0.006297665403462117,0.007109627499423446,0.37579724625274263,-0.007682145401414461,-0.0074104785842561225,0.5848647140504517,0.8110606239411869,-0.011827573438185596,-0.021277633687780538,-0.00897024394273388,-0.023492529486220094,0.04132470577856908,-0.053559201259462626,-0.19741864663155514,-0.05740178178483359,-0.22700283909145427,0.3694046222632553,-0.2501588793055319,0.028555847641515524,0.017301982970932894,0.33189656678769286,-0.6420597919468074,-0.46240460036298314,0.010051946640004085,-0.30156084330200966,0.0585835025588764,0.16054757980352927,0.5488945501178889,-0.2247360416148556,0.08317246942027283,0.06294457603512872,-0.3546650922398652,0.7433791615595436,-0.586435848364677,0.01034074341528415,-0.1277006290120633,0.09717040266700797,0.1464005681441359,0.11588141435983496,-0.13048253604689905,-0.023237565507857987,0.01317285751264944,0.059147422381278236,0.12249021834624674,0.014164836763441713,0.07066876609441711,0.01609347001303718,0.10957125866979112,0.01970418475252117,-0.1794737126866397,-0.1315471542511902,-0.13917508364932918,-0.03996882746778053,0.07284623203623469,-0.13791978023804385,0.0321433396182097,-0.146918808081653
15,0.006698004121109111,0.006700529591853606,0.37561099742980597,-0.008222720847883445,-0.007054384447435306,0.5842655391610637,0.8114902354746835,-0.01483348255588008,-0.024961378796374587,-0.01010319346449323,-0.022202678517845867,0.07560710715809847,-0.07106330219553075,-0.20067763908763997,-0.05523725770904667,-0.22371713635628257,0.3720394195020839,-0.25287702097833403,0.02828963238326276,0.017874370857874015,0.33336462710129894,-0.6390658805213902,-0.4622398534357401,0.012047510485180673,-0.3026941134087881,0.06112201910602928,0.1607337369064012,0.5469282387040875,-0.22698451622101742,0.0803043474450334,0.062166713596068936,-0.35296488677467647,0.7404215011957307,-0.5860193254859054,0.007281559754347176,-0.21993370976367485,0.1032518947908097,0.1880813316134801,0.18531770998092556,-0.13759529023064793,-0.004696304934884588,0.0330921038005528,0.0655537264455594,0.14868956876869233,-0.03080585157012594,0.1224583680601376,-0.12454979947060796,0.12817031710011145,-0.006856922378085939,-0.028163077356577193,-0.08800694223236871,-0.1654110159018833,-0.013012005106700572,0.05635758523545448,-0.18077761330072273,-0.009494838240040049,-0.18239313875906757
16,0.007056380919080689,0.006230244201764023,0.3753931185141629,-0.008935804693951903,-0.006431007067098026,0.5837227849980469,0.8118783799416627,-0.02654286012557408,-0.03237535365966209,-0.008748484536097445,-0.00885627037881315,0.0960927135631153,-0.04930814301754153,-0.20621599502210214,-0.053271705993201204,-0.21947958582691507,0.37681733066249234,-0.2556626909147578,0.02836799544412014,0.018625667122955006,0.33451871584551524,-0.6361122091960597,-0.4636368344257882,0.01495028136240959,-0.306542835280834,0.06371031524288086,0.16027330290840583,0.5477680270236258,-0.22825631930415036,0.0765560287841975,0.0624240958308607,-0.352410788830447,0.7361480570275147,-0.5868156418942786,0.003045017864921448,-0.33874277411756676,0.10235927560499243,0.18710652719440904,0.28032317652338934,-0.13471763052531338,0.018428655859277585,-0.007117160376380292,0.07190298046854116,0.19959000946390415,-0.05696416257709308,0.15000235573687415,-0.24269611871474972,0.15512765285252797,0.00424429812575719,0.06590996822682105,-0.06287481315892726,-0.20201371586750122,0.003284954677471204,0.025435368860464436,-0.2157558072389515,-0.04300206726347011,-0.20287145901970371
17,0.007587492388890354,0.00528168860758021,0.3752610580483621,-0.009494321832713364,-0.0055884934091346965,0.583480807402105,0.8120521990535713,-0.03724947379063027,-0.0407682785715128,-0.00604205783657219,-0.0018630575089434859,0.08630702800819018,-0.06060370808110342,-0.21422735005234264,-0.05114288668484697,-0.2162328752685062,0.3832523465630195,-0.25826572619934657,0.029026778617633864,0.017589684442818804,0.3362407463200406,-0.6310822801428341,-0.4645184199388238,0.01804760471465564,-0.3124019581573781,0.0673271252201304,0.16090350883143148,0.5495646374331603,-0.22949950874737451,0.07222379881033335,0.062298111783167784,-0.3519474720202579,0.7317912689061726,-0.5877394081764442,-0.0008332986064409724,-0.4600098428732574,0.09106937979398884,0.1828927815786488,0.4421615862201189,-0.11227104497773116,0.023863344412435386,-0.006048729593983136,0.0811692332416028,0.25650837563389317,-0.07178403990855536,0.14461194673344252,-0.33529663246978925,0.2001705630860988,0.04462491697337506,0.171611652572895,-0.04091300737006365,-0.2107589329389845,0.04627273689674152,-0.021721063453823686,-0.2191347329620591,-0.06216584355796251,-0.2091583997911692
18,0.008126532322026847,0.004297862947623504,0.3751514362007,-0.009980565313318215,-0.005039855906871082,0.5827526327046836,0.8125726781305319,-0.047023321421804376,-0.04115390905870298,-0.006337699182201728,0.01179383454595678,0.08714876386763266,-0.059452254204412865,-0.22461638873703244,-0.04962893080144165,-0.21216387456376912,0.3945037941112971,-0.26015353271386704,0.029322529220617555,0.01838371793919568,0.33776548517517935,-0.625851874170704,-0.4665081960221304,0.02073475923174729,-0.31995470057962555,0.07171713776632481,0.16205829958734083,0.5546324931265416,-0.2298928395989529,0.06812567146663812,0.06427500530673036,-0.35327963136859997,0.7273826677090324,-0.5893022756365971,-0.0053213181267253214,-0.6400040677102447,0.038239250290522143,0.17537799478717503,0.6934147809556853,-0.08308262694509821,0.009969694585489682,-0.0008114881651109795,0.028252584483284826,0.304824527318695,-0.06831472383083126,0.11119922993746943,-0.43393870034607873,0.21939061839410418,0.09519866021868231,0.27844359286618436,-0.026482902929503976,-0.223634711353915,0.11805701242577245,-0.1253779969597732,-0.21920157819362573,-0.04748655556729431,-0.18452247110896325
19,0.00854336343691624,0.002972132433570491,0.375007550081074,-0.010323552525146875,-0.00402266984771252,0.5825301586309655,0.8127335705358424,-0.0680254115006033,-0.03414453007971162,-0.011686207293165607,0.027061362901190742,0.10916970062600186,-0.0683145896631545,-0.23982751276075243,-0.049613316673226084,-0.2092177554770192,0.4109889378012469,-0.2615890312771505,0.02942556640105345,0.017557224916214365,0.337370849699372,-0.6188892990500863,-0.46725100889205706,0.022495573912154416,-0.32975950617122124,0.07610274995589457,0.16471145524017877,0.5607023811478077,-0.23055882486455467,0.06327841035617675,0.06702039228019868,-0.3569625918986488,0.7230232057784276,-0.589638870399136,-0.008214197450799503,-1.0201978680791715,-0.07508133601493404,0.1671294529315366,1.2002579753355405,0.007228245940824052,-0.023320308851098974,-0.011299222244518826,-0.02846587190051264,0.3976916624493426,-0.08782686187138455,0.09738950210079825,-0.60536020536891,0.20312977776714597,0.14006706010891434,0.4070016599490217,-0.05893845075495008,-0.25698454291378897,0.20127518870545583,-0.2490458850404026,-0.20149520168853685,-0.0778427192732023,-0.17273266996258368
20,0.008545666532791082,0.0012823007472913292,0.3746839879089734,-0.01081873707180771,-0.0029361307023637426,0.5816620651800534,0.8133532910089838,-0.11352573974800066,-0.024968806316400402,-0.019893172964910444,0.03136784752105074,0.11580826724784954,-0.05654043748060796,-0.2654243034601993,-0.05263218424203901,-0.20547869644650765,0.4425141131247187,-0.2598644028762341,0.028389716866573596,0.017931749049414927,0.33662685029915884,-0.6099442076727303,-0.4700212704969858,0.02463033931577922,-0.34416910879438195,0.07984232887701065,0.1676609819916974,0.5709125595245025,-0.2322503776291509,0.05784628975008656,0.0723260128549486,-0.36324146677021607,0.7193228596414909,-0.5924159844075252,-0.012230624925228669,-1.624114391222188,-0.2231450399415004,0.1464217447407004,1.9302811104651985,0.1880471695680258,-0.11026775097904258,0.016981494868038762,0.022398930055006483,0.536189542193255,-0.193104623943903,0.07632760671566659,-0.8605325257395587,0.1941977971377469,0.1880912516484,0.6031534176553027,-0.14163785885614524,-0.2603576432265525,0.2917403839746514,-0.3534506689763614,-0.22300783112995937,-0.22638412201106406,-0.16521335814791518
21,0.008020212506837631,-0.0016479074908319596,0.3742118231624776,-0.011162444183200533,-0.001761250700069868,0.5816309244291179,0.8133743084112984,-0.18217136651550186,-0.014238480663323172,-0.03300263726339625,0.073422505534669,0.17317342313383055,0.027281297297822266,-0.30479208840963995,-0.0585391182708861,-0.2033608856873912,0.48820018221985484,-0.25406714449442946,0.025014856361891748,0.018236484710935915,0.33826680690157224,-0.5974417173623561,-0.4749751938498132,0.02554867818078108,-0.3641808072008036,0.08387066184140445,0.17223510530611477,0.5848285178540198,-0.23622433921880048,0.05286410462711465,0.07869000763918474,-0.3711006186577033,0.7141028925332292,-0.5986942352795785,-0.01482273177671611,-2.5695363034052914,-0.3909587500847612,0.18373924064486458,2.9397366633267126,0.6321249727926123,-0.34887546685761467,0.025867902810460322,0.08171838952376193,0.7750173974503255,-0.27149153496058565,0.0035679969347023055,-1.1898661241981898,0.13602672680320357,0.21421834490598368,0.7744764260648129,-0.3308323474635298,-0.27321279409422644,0.3268040967947923,-0.46351936777697944,-0.274467758554528,-0.42126816837564085,-0.09861754989626413
22,0.00672787196361126,-0.005797123571099297,0.37336388241843754,-0.011636603190372283,0.0007292893260970354,0.5821370281335787,0.8130070959586227,-0.2797970140991529,0.016875033820841365,-0.023328718243526003,0.15806384294413295,0.2917719246254543,0.2123304188192445,-0.36820575559641094,-0.06827053424542946,-0.19812912682071307,0.5601035796577872,-0.2345794039645296,0.014434698192269009,0.01896646516183334,0.3398955858801093,-0.5789435117747173,-0.4808809318954092,0.024773059193167312,-0.39176375376230954,0.08528339794913879,0.17622971578793675,0.601891616567095,-0.2454836715276921,0.0469177779863175,0.08539817672674029,-0.38178224148129525,0.7083441492993098,-0.6092667111425508,-0.016175326921079234,-4.054217607188424,-0.6541950116574694,0.395629829799847,4.542456047365112,1.5374488280841314,-0.8653911520329707,-0.04866956091114397,0.03893156630261352,1.0158546460941276,-0.2831493412808597,-0.1115606804162535,-1.6628164990252727,-0.044247731056721445,0.1795838469493792,1.0225124750435521,-0.5920226248354171,-0.2910834570815387,0.31436218810356636,-0.7023827817251999,-0.43294228795987266,-0.6674409074319959,-0.037426490366211214
