frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0,-0.005326032239903546,-0.006609415153959768,0.3451512304635747,-0.09098234968828897,-0.032190616748180335,0.9940341377539528,0.05081445875265636,-0.8845714767070635,0.06464403849592959,-0.09080896802041852,0.9908734942525746,-0.14805860878595622,0.09510065961255353,-0.9909102582926683,-0.007581484793215456,-0.009878072416538443,1.13113265440947,-0.10938724886993728,-0.03637100159565473,0.2928766294421211,0.5499087733643866,-0.16329478327220776,-1.7996480835028332,0.10792404028972186,0.2752206793757999,-0.4974903760295746,0.2595258485339391,-1.7999373549966742,-0.18279397120501914
1,-0.005341459041849671,-0.006798540300439731,0.3450516577134333,-0.0911853198207315,-0.032670857448736844,0.9940007864603826,0.050796545540975284,-0.899764580472831,0.06267368332381974,-0.0882236305939126,1.0155331066267932,-0.4614140439813577,0.0988999788042685,-0.990942829506596,-0.007979409391168996,-0.012989726881632472,1.1302426235647927,-0.41251294228761315,-0.037581884003463815,0.2964004399893415,0.5539474898329373,-0.15980650781145836,-1.7999999999967664,0.1152735660777348,0.27825398740172047,-0.5020780452369307,0.25657379667418884,-1.7999999999999976,-0.18910264885197217
2,-0.005307146874610785,-0.007078687593174235,0.3451946845308262,-0.09161974624071442,-0.03281049811012754,0.9939529324229217,0.05086119778797426,-0.8973284600346634,0.06242300793000163,-0.08951829482673496,1.0088757557591472,-0.44737518644086965,0.1036347611843644,-0.99590093006683,-0.008538143178814708,-0.012709706543634427,1.1357082680722332,-0.4294209613547447,-0.02377293127677154,0.2945077435582099,0.5521802174178452,-0.16143681587554704,-1.7999997798272978,0.11394264933274796,0.27830292101993526,-0.5048956347280067,0.255864488938083,-1.8,-0.1876777908067221
3,-0.005399323260004188,-0.007257902875516797,0.34532325767498845,-0.09246999192912456,-0.03297195944250731,0.9938629762428713,0.050975826985064546,-0.8997907829588359,0.06239207081112628,-0.08946572706836194,1.0098183876088653,-0.4404176682424182,0.10419517324582075,-0.9984014541915158,-0.008692163194537144,-0.013029879043334235,1.136469254028639,-0.43392688703108306,-0.01898505148918629,0.2938686556847607,0.5522525948786381,-0.1621555958102776,-1.7999998114258522,0.11283543626990501,0.2784456556839844,-0.5066190565121911,0.2551571606599063,-1.8,-0.18227213073336782
4,-0.005526460638398645,-0.007375571078062481,0.3454656277505193,-0.09318050417085232,-0.03320162958217997,0.9937564553357974,0.051605744970739935,-0.9015402284436002,0.06286406345949419,-0.08948739694297068,1.0105356302593174,-0.43755714976908633,0.10411127502010975,-0.9998167448159776,-0.008197997018014089,-0.013182314342139085,1.1357936949865342,-0.4342624073016085,-0.016690712586025083,0.2934588345551761,0.5533839202314813,-0.16337611580861663,-1.799999899937193,0.10798080783067393,0.2777586501490846,-0.5077569971581984,0.25532201096901,-1.8,-0.1758671830314772
5,-0.005680578115088959,-0.00745475709175288,0.3455667950781437,-0.09397547583086863,-0.03325697729973341,0.9936484085897899,0.05220558887920848,-0.9036443903674443,0.06274627114448085,-0.08974664857773705,1.0119297450268931,-0.4358733685848435,0.10331394909134198,-1.0019876311023903,-0.007292271498769295,-0.01256326597180253,1.1363757500976022,-0.43268572486957874,-0.015281158467090604,0.2933369806171687,0.5535982549039776,-0.16461228528035912,-1.799999964131905,0.10414111538891084,0.2771031089672341,-0.5078425222002878,0.25486188968578305,-1.8,-0.1688065175712014
6,-0.005773689219231035,-0.007430528885229107,0.34566388210155385,-0.09420801660184197,-0.03334909081984167,0.9936068509040228,0.05251774543930993,-0.9048548851689153,0.06313173854567561,-0.08981682503040525,1.013226052222178,-0.4342234630707428,0.10198906445394836,-1.0028649846136881,-0.0062368098437880284,-0.012304768255145138,1.1368559314983628,-0.4311377184334085,-0.014415813275246443,0.2934137144929857,0.5544734042947999,-0.1650054940306421,-1.7999999912492863,0.10120445663547241,0.2765589038460332,-0.5072127616020253,0.2546492111247264,-1.8,-0.16437171651986393
7,-0.005895689954732393,-0.007332568421863629,0.34575704971818055,-0.09416370158254449,-0.03347609451564359,0.9935804570807082,0.05301342950182173,-0.9045694946051187,0.06334704398792002,-0.09102349456281793,1.0135036156121815,-0.43342883008460314,0.10112741634787902,-1.002753099509097,-0.004815852199198847,-0.012086446513249211,1.136804774632594,-0.43022215093955823,-0.013727534910899947,0.29478490025737925,0.5552413989705084,-0.1642215818365656,-1.7999999686695918,0.09945203681391472,0.27562668402440527,-0.5063567328312112,0.25533540437137947,-1.8,-0.16072309862094353
8,-0.00602828206100931,-0.007210206483444087,0.34586362491115324,-0.09404242847276649,-0.033588751227944656,0.993561418231406,0.053511920540097326,-0.9042373718614204,0.06425486398852845,-0.09127546297542898,1.0139733964136786,-0.4322923119160723,0.09971057950751734,-1.002583136524917,-0.0031885064807211914,-0.011649907044361345,1.136918932384343,-0.4291763142331901,-0.013108719337227707,0.29707335110362737,0.5558466822737859,-0.16269665487266316,-1.7999999467800067,0.09837512604807644,0.275553371361542,-0.5052266167881316,0.2557437892102255,-1.8,-0.1579954931055927
9,-0.006202064717599762,-0.007000976971060367,0.34601484974289565,-0.09367204598595695,-0.0336319322085836,0.9935762550034207,0.05385783536404373,-0.9023088205663367,0.06541506580292941,-0.09136028021556854,1.0129623270924875,-0.4312638053892251,0.09824125390050507,-1.0004190204741823,-0.002218419464510432,-0.012083013262881154,1.1351367298784698,-0.4293242664782419,-0.012777375250186856,0.30048537315321316,0.5566938320926434,-0.1609715883418424,-1.7999998743986507,0.09655119367793208,0.2763865337356917,-0.5034106991010119,0.25555936134521273,-1.8,-0.1559259421553778
10,-0.006525958881413773,-0.0068317419495823595,0.34620524293823646,-0.09312038527377206,-0.033731545415941366,0.9935848679702763,0.054588339696370634,-0.8985907754287138,0.06645306230471214,-0.09175287953885145,1.0103366251980208,-0.4310585356144493,0.09784609493538098,-0.9969292716244822,-0.0013194027306095266,-0.012439369464553495,1.1320687985517823,-0.42979400434798176,-0.012863559911474596,0.3044490784186832,0.5589164290503575,-0.16116298023034867,-1.7999998456830721,0.0947686770734469,0.2772183855136153,-0.5030411898198294,0.2570915124451917,-1.8,-0.15409411220137742
