frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
10,-0.019280956998478833,-0.006011970451957839,0.3343823027438052,-0.14146552094833367,-0.02485409302441146,0.9882073999394494,0.05306519714148052,-1.0641228199439496,0.04493653669479302,-0.014212124425992873,1.1008580720090997,-0.44345520770597674,0.15027798489549427,-1.1385444734233034,-0.03164170380838404,-0.04018143865332054,1.2065405471735902,-0.5113417695834516,-0.08162721013003894,0.16189658363463807,0.5846147009375977,-0.3722316174451838,-1.752875665056479,0.4127446900084921,0.27642182539724813,-0.6194072610320207,0.411162239325436,-1.676731921817081,-0.27170677061925086
11,-0.019360417420279233,-0.005998900878475898,0.3344718819103956,-0.14336216334912888,-0.025025146688321998,0.9879802327272429,0.05211613851111027,-1.070874732474114,0.045296039426294045,-0.013858559439635204,1.1029892686419094,-0.43821871104646504,0.14612744931311178,-1.1409346356448675,-0.032718235483636664,-0.04524568159477875,1.2026472044867826,-0.509726867095949,-0.0797786831172304,0.16100547171634483,0.588003319986442,-0.37542490399635164,-1.7577046181745475,0.40718738427509005,0.275562493342232,-0.6211261294911268,0.4135973530281116,-1.679208792159712,-0.2660126778182305
12,-0.019604102278625135,-0.005980857207274805,0.3345246947817671,-0.14606823379283013,-0.024492249682091436,0.9876044263319,0.05197785943834646,-1.0767339030031577,0.04396604813056106,-0.015232907193620991,1.1004640671071624,-0.43389012838600743,0.14252827415062364,-1.1486160556492162,-0.03050876780005497,-0.0387253241137475,1.203470075812589,-0.5065906005286092,-0.07920287291017315,0.15885239448370228,0.5902609755707862,-0.37805681635492555,-1.762227696540218,0.3998383841234527,0.27452917103435553,-0.6261245025406017,0.41732248852949655,-1.6839769485944924,-0.2606588823692452
13,-0.019671004977942608,-0.006063148042716732,0.3346024151382702,-0.14782360810994205,-0.024335927239577258,0.9873517778739006,0.05188844052384659,-1.0817838090457201,0.04339564348304792,-0.01564193847560551,1.1003234417074093,-0.42860096663076286,0.13940720288149222,-1.1529388828302314,-0.030056348332239392,-0.03771083717394259,1.2025165373410962,-0.5036513352955093,-0.07717895078805322,0.15685354775523047,0.5919669921403226,-0.38000901086037336,-1.765456168787363,0.3956644669520126,0.2730873541413083,-0.6306373888460728,0.41900731599217245,-1.6883297202374554,-0.2572927137724891
14,-0.019931815886888672,-0.005999145230377296,0.3346749669864226,-0.14973074900365965,-0.023826810427276957,0.9870909451662436,0.05161832890048212,-1.0870132497555314,0.04211985025697811,-0.016370963312865326,1.100298611009491,-0.42372901760591236,0.1360446253714171,-1.1575934181103635,-0.029963077886557783,-0.03672142927181446,1.2017300957545065,-0.5005379222544636,-0.07552384472277945,0.15637565624777178,0.5952238377410424,-0.38191619055383547,-1.7692590194182878,0.3911847321593798,0.2720142103100406,-0.6363500503404099,0.42255576593944016,-1.694483997174614,-0.2538706614033536
15,-0.02026693446739903,-0.005875977546025679,0.33474827158873627,-0.1513595759599544,-0.023280344783599163,0.9868621439433078,0.051491874733769434,-1.0908733986815764,0.04127882414457893,-0.01642169195393406,1.1000851773958316,-0.4194360131917362,0.13299966825335463,-1.160886176214783,-0.030048461004091913,-0.03592261085371629,1.2004667240152187,-0.49802772810229223,-0.07424261810056236,0.15696975728722168,0.5986580981588926,-0.3841135494129933,-1.7727277710858027,0.38604756063693924,0.2710323648952395,-0.6413130225331154,0.4254033471038021,-1.7004535429297698,-0.251460919325995
16,-0.020734235829774912,-0.005476023494274673,0.334790059551979,-0.15262064532221292,-0.022585108096495513,0.986704489308051,0.05109894610498349,-1.094565988109374,0.04121635695339706,-0.015411310848613356,1.1025853391282467,-0.4156930322094917,0.13017824828935678,-1.1616422576756684,-0.03253096199903373,-0.041402791179584036,1.198024795368362,-0.4958952411015789,-0.07357491136636754,0.1595277939857448,0.6055411236763849,-0.3881941323412217,-1.7772070676010623,0.381329763156584,0.2686821984626892,-0.6453598920600105,0.4301987968554325,-1.708391817156985,-0.2517048915311415
17,-0.021052360803619545,-0.0048022086233966725,0.3348136225413976,-0.15373166464897403,-0.020931534001581365,0.9865522854084539,0.0514104495599268,-1.0965781387509508,0.039816340943002904,-0.015735618860446558,1.1002233581116776,-0.41297880035022366,0.12736924209999262,-1.1668032234907924,-0.03182432837304713,-0.035818003788342996,1.200040483582814,-0.4939248883102807,-0.07392530821045198,0.1589925425998552,0.612887861221759,-0.39358323729719336,-1.7806348182597285,0.3751160917365333,0.26208081126765553,-0.652538881860546,0.43607575693339223,-1.7202748162918875,-0.2563457049191175
18,-0.02138339397813145,-0.0038457658415257828,0.3348623887982553,-0.1545192662988995,-0.01946795583736733,0.9864716872495252,0.05117035560790922,-1.1002198827761243,0.039958530416417726,-0.014517445808242636,1.1024914792508427,-0.4090911945592072,0.12443189406532769,-1.1685033431970009,-0.03518218366547127,-0.04273994884948816,1.1989069133883206,-0.4932590972295748,-0.07376150737035943,0.15880942976828222,0.6238873758595994,-0.4016845772215917,-1.7858651629642979,0.374257599614436,0.24798089123880626,-0.6626875961594415,0.44061382840677565,-1.7354507371924655,-0.2645157643994203
19,-0.021971783845759475,-0.0027423711289037414,0.33494775686927214,-0.1549671559359534,-0.017485862455805204,0.9864418910111997,0.05110597669106678,-1.1022685724939734,0.040332128036268275,-0.011284573683139456,1.102279217139646,-0.4064653368466952,0.1215022726435995,-1.1720181003987493,-0.03606794788293366,-0.04197046016622875,1.2006635394539256,-0.4915825804631764,-0.07518188185437139,0.15306319356652004,0.6404347238284567,-0.4183411347045243,-1.795452602232576,0.3765308459768317,0.22530567015263242,-0.6782159243483036,0.447319244630113,-1.755993161874523,-0.28064977756828613
20,-0.023733321376152455,-0.0019244562363442785,0.33528300637037634,-0.15709112095817418,-0.015177102621860937,0.9861027925315089,0.05189718521914991,-1.1052242242030015,0.040265216815259006,-0.006884071091153776,1.1023568623560782,-0.40471078899829876,0.11948278213871506,-1.1774833234393318,-0.03727580819247777,-0.04035649242491892,1.2038879074925177,-0.4892069104092556,-0.07730114997843404,0.13185137486312387,0.6594234078399377,-0.43950252301425446,-1.7999995435975247,0.3774439617641971,0.19227297649611233,-0.6961304798508094,0.4558430220873423,-1.7834566524499558,-0.2979948209597761
21,-0.025846068287254345,3.695339964263525e-05,0.33638359427464753,-0.1571518288602332,-0.011763229863710006,0.9860578430733828,0.0534308826665507,-1.1067734585668594,0.044033962970759725,0.0015287110875271716,1.1057343449933439,-0.39945593550772795,0.11571992083048785,-1.1827611066540165,-0.038102635263904706,-0.040826743982346335,1.2123052579489804,-0.48377880936579465,-0.0754101372528464,0.08997184993666023,0.6944947135273041,-0.46889965154458574,-1.7999999999971474,0.385192094863085,0.14216790788921646,-0.7162346345098985,0.47346440433485626,-1.7999996812975991,-0.332705584852161
22,-0.028617352806688125,0.0018142310057363811,0.3386232377527004,-0.15920802904311412,-0.009172239910408534,0.9857698569643784,0.053164486301127696,-1.108926010539528,0.04279519941364525,0.0024125489871749638,1.1075149899661503,-0.3963130057266449,0.11416403824041564,-1.186319360569436,-0.03842627646087012,-0.03967517117824748,1.2178343615076783,-0.4805938492011218,-0.07597718457535767,0.03141842754481482,0.7325555134119032,-0.4966429359884203,-1.8,0.40104580911036214,0.05658286154838657,-0.7272023317295516,0.4934291282605337,-1.799999999998008,-0.3634789683434427
23,-0.030324249412421986,0.003151336694436492,0.341713899835504,-0.16082400823226303,-0.006076185914021754,0.985480364591619,0.05410332101837741,-1.1125325072768735,0.039959269524579316,0.004263592911427663,1.1095915834172694,-0.39069820117666587,0.11014985193480477,-1.1940278775180095,-0.03827726830805842,-0.030420703370393598,1.2250577475253144,-0.47570556425868327,-0.07798279231663328,-0.042759319790230045,0.7671094716587984,-0.5121268736389,-1.8,0.4167067452201344,-0.046791970732145347,-0.7313424361575166,0.505781149753826,-1.8,-0.40219272240332493
24,-0.03305079777189541,0.004505452784551108,0.34557080779926874,-0.16255961853076445,-0.0027067758519186695,0.9851558251793607,0.05509123254015161,-1.1157055103562035,0.03657784116570032,0.007154790217200787,1.114986321583875,-0.3825148534091053,0.10497120612716493,-1.199021179887287,-0.04513652569526054,-0.031692477024286715,1.230578192908884,-0.4700628740063531,-0.07693873899220705,-0.12475434144401332,0.7981309795752192,-0.5203307504694716,-1.8,0.42758955096140683,-0.15930388281082355,-0.7383101234272561,0.523079023295529,-1.8,-0.42744362665765107
25,-0.03447290803426412,0.006004603630488366,0.35080993518069603,-0.16045016191844227,0.0003337825159994668,0.9855216353918743,0.054797265480162734,-1.1119048567020735,0.035807948876357784,0.012092394402171056,1.1165406794745565,-0.37668538492891473,0.09921480160281414,-1.1931209044307842,-0.05591879643648854,-0.040900672492168964,1.2289833573530384,-0.4661623808237863,-0.07614172639382745,-0.21292098423802924,0.8294915209642427,-0.5272511834844039,-1.8,0.421296699086685,-0.2717561902333731,-0.7434208797974529,0.5281543478157283,-1.8,-0.43632104622031437
26,-0.03309363011328173,0.008338549990685468,0.35613645419655643,-0.15995165345118068,0.003888564938261406,0.9854484712101034,0.05737297456663897,-1.1153895156288114,0.03656787267578726,0.012357661451303806,1.1132637189016357,-0.36513300818407246,0.08923085365562898,-1.1960713010965345,-0.0533206591788138,-0.03488435850256631,1.2230671066951688,-0.4635174254626918,-0.07666150020743309,-0.304642924563142,0.8528998446700147,-0.5211484414255854,-1.8,0.43144339519695707,-0.3882876895398651,-0.7400042260040003,0.5146792427113829,-1.8,-0.4621892741574862
27,-0.03302864281371985,0.009864659368826332,0.3620924182224486,-0.1573830164669971,0.005164551995658923,0.9856362686842972,0.06103326457374719,-1.1070995523128753,0.04173083526183756,0.016056389054956176,1.1060355583487604,-0.3551495570798206,0.08008900597980274,-1.1900198317713584,-0.053668736707295,-0.036752451999186767,1.217723073297263,-0.45634978754505173,-0.0785549664538407,-0.39773952513118355,0.870705642548766,-0.49612031450717364,-1.8,0.45534265248714784,-0.5064919502171357,-0.7250142807158082,0.4970477855460772,-1.8,-0.496301215434099
28,-0.032158036096654956,0.01102635802666573,0.3684196480041657,-0.1550557045174183,0.005946015806794389,0.9858261283841632,0.06379042238239246,-1.1029412973170436,0.04988499337775097,0.022556440829049708,1.099554690813614,-0.34401269656740296,0.06827267226500412,-1.1835594111079613,-0.04895471213078914,-0.03528081495884944,1.20994873658565,-0.44928228834431666,-0.08205256229164641,-0.49165221437636075,0.8975419550506369,-0.4847926065897624,-1.8,0.47259512037792173,-0.6198982249639778,-0.710960300320494,0.47833076035801986,-1.8,-0.5307919249168238
29,-0.029853936875320092,0.012443300339397993,0.374215097223731,-0.15355950777442293,0.008645108476870882,0.9857695279774148,0.06784671976363199,-1.0967414576376338,0.05484838289061947,0.02626611574877761,1.0918437176862248,-0.33516895979699457,0.057538884832354135,-1.1803069231087284,-0.047166507646383006,-0.0358790939654644,1.2048499080355237,-0.44150808083827087,-0.08564537009304908,-0.5849740494318861,0.9067693329064103,-0.44623091605889104,-1.8,0.48218387244407585,-0.7272242282853224,-0.708097572751666,0.4585920898713347,-1.8,-0.5322890478933066
30,-0.028584661373825843,0.013011623256804637,0.37850331572138274,-0.15247378706603626,0.010210204922125323,0.9857275920757133,0.07063009410871207,-1.0896198827590302,0.058384555317968115,0.029619590635800774,1.083917687272542,-0.3282868661278841,0.04904530414601042,-1.1742149927264958,-0.046199585525455424,-0.03529766818156747,1.1980572496911532,-0.43737134029651364,-0.09031564127527088,-0.6623716664701378,0.9098754673046578,-0.40421077506859177,-1.8,0.5005270829149582,-0.8111093985021437,-0.688423953851504,0.42696803356451146,-1.8,-0.5531862415409224
31,-0.025322962469256083,0.013001062711848288,0.3828927393510138,-0.14862931275720737,0.011289487278718527,0.9861548922685666,0.07266638370715627,-1.0814570687939151,0.061758705466880615,0.03342231077122085,1.0774482037041209,-0.3215514414488448,0.04050092515414484,-1.1677627889712903,-0.04485595795710398,-0.03621683434029449,1.1935243512905247,-0.431843540846653,-0.0938710132129839,-0.7430254996397397,0.9034387852210153,-0.35184649569547877,-1.8,0.5316836785364276,-0.8950664884506553,-0.6771874390507767,0.39427311546928917,-1.7978175106757737,-0.5661691137076909
32,-0.02360913317202445,0.01282452715069516,0.38634783086490365,-0.14509127185992154,0.011292099536686235,0.9866601340484717,0.07295746156203205,-1.0739276001036175,0.0630021878113433,0.03554045241748024,1.0730214320878861,-0.314229893525611,0.03241859345642349,-1.1604368742673323,-0.045238748543188434,-0.03767655188436783,1.1899359784628263,-0.4271089652670873,-0.09536097709845492,-0.8001735049911533,0.9027117695302158,-0.31939205592103803,-1.8,0.5673216297193002,-0.9620877250211131,-0.6665690455051264,0.37407773593886134,-1.7746544855645885,-0.5707450960043018
33,-0.02215483036776265,0.011817844984136985,0.38852415114832367,-0.14230849605087673,0.009260806945276211,0.9869485529782258,0.07480028864012582,-1.0650422237749024,0.0650322018608176,0.03468388405603096,1.0691220609934804,-0.3101163401160848,0.02837507500373328,-1.1519719933010149,-0.043406153684412876,-0.03924140189899271,1.1858838758913828,-0.42353430554015253,-0.09611725598245548,-0.8470224360867658,0.8969139341115541,-0.29510640236240593,-1.8,0.5962194755303931,-1.0225440004711004,-0.6485078451019599,0.3643193240384311,-1.7498004535837313,-0.5711173888673838
34,-0.02031300727707912,0.011833787575715654,0.39007002674652363,-0.14067808509721536,0.007436714465687279,0.9868698279294723,0.07900831838351147,-1.0572494886433892,0.06637778945949956,0.028115577193305572,1.0620237810355242,-0.30849576089913755,0.025345846553047367,-1.146429392750399,-0.032450310430517285,-0.03348477274128008,1.1798383169112565,-0.42119794986118503,-0.09773310307627858,-0.8788654867840897,0.9007548641834594,-0.2773344881673811,-1.8,0.6094201539460252,-1.0851720554957245,-0.6226424178682284,0.36922467526485386,-1.7138284618419488,-0.5629498688287409
35,-0.01851600953426694,0.011733789177382659,0.3906816813171433,-0.13808821384276443,0.005212566834110763,0.9868987559488371,0.08327856777918521,-1.0492639538034376,0.07164041145894813,0.026245253495686797,1.0567882013718537,-0.3076992452565017,0.021519166120842884,-1.1398503199339765,-0.025854455628172037,-0.03356051391896128,1.1748796730416666,-0.41954034412218993,-0.09866331170910171,-0.8942795778252547,0.9026540387163368,-0.26265192542849936,-1.8,0.6201796280381209,-1.1342402366571454,-0.5891600538061836,0.3762132687977157,-1.6762947698121142,-0.5590415300333339
36,-0.016951450321916327,0.012345522688790706,0.39079977596147525,-0.13735707805291508,0.0027233982386138927,0.9865142232259149,0.08896799190590127,-1.0446369033049656,0.07952172311974952,0.021166428288493314,1.0514512440178456,-0.3072706773248081,0.017794174400881185,-1.1373186996578801,-0.01243973867013912,-0.029024861425133074,1.1709967861800348,-0.4184809855479803,-0.1004522977891818,-0.895917771298286,0.9159839046373648,-0.2495213011325945,-1.8,0.6214778828841825,-1.1816399492000924,-0.5518251255399166,0.3931115330537922,-1.6345485000574105,-0.550889886858662
37,-0.015388548549465753,0.013323978998238612,0.39037492283051173,-0.13703303231987676,-0.00017556763441884863,0.9858835824641209,0.09620540035224356,-1.0431474719904397,0.09142485563797915,0.01721776214674801,1.0487372113410696,-0.30551003799805354,0.012803011123195745,-1.1380620199482718,0.0032724382247091063,-0.024560794999825473,1.169440393397807,-0.41737693763395955,-0.10315008394728085,-0.8801229549378365,0.9385737395073167,-0.23491820166882496,-1.8,0.62000134040976,-1.2203437060651945,-0.5122015552860936,0.41449122242500874,-1.587627555080613,-0.541513815781816
38,-0.014425619533467651,0.014352968350488094,0.3893929010151798,-0.13862365349541553,-0.004076974765960977,0.9848259340280162,0.10432996038619677,-1.0471463974494608,0.10675016774149475,0.014062436770300871,1.0496521637006078,-0.3023361164150214,0.006700094931804789,-1.1440606157655386,0.020234203034290944,-0.022277870849158252,1.170509629046991,-0.41594062755902383,-0.10655624231988364,-0.8449821221250126,0.9703631091980224,-0.21666384364882385,-1.8,0.6123520559292197,-1.2470112464279202,-0.4733363142133019,0.44054958438089925,-1.5399079399291589,-0.5297744256616389
39,-0.013669771602626578,0.016021033275136907,0.38751035668805967,-0.1409524455900547,-0.009626933732487965,0.9833883964435257,0.11396048424486098,-1.0545268078230494,0.12784859144628008,0.008578494504201211,1.0527907094368598,-0.29784941929912206,-0.0009964242388167035,-1.153307175566631,0.044012688097298296,-0.01867288033848656,1.174169660898279,-0.4146866841284652,-0.11176572082217612,-0.7847298654253384,1.0120176006318062,-0.1845305988121027,-1.8,0.6062511208899837,-1.2749201226590374,-0.41802096799438593,0.4698490357286181,-1.4759652848309424,-0.5238254276066837
40,-0.012665483603182624,0.01797797650656791,0.3855674224672076,-0.142674675099971,-0.014563848872571948,0.9822817724309918,0.1206414147006006,-1.0643517305858932,0.14579661825100862,0.005907607762591181,1.057727599793959,-0.29092187993591284,-0.012804879755832891,-1.1635604109832802,0.06073240656760997,-0.022798004869354297,1.1788173549032441,-0.4126059414344356,-0.11757548076812101,-0.7113392787302957,1.0605920551064003,-0.15627835362539,-1.8,0.5903021550394147,-1.2809851140535837,-0.3785900916201611,0.49612713116661894,-1.4152936874669535,-0.5055132522668733
41,-0.013089931100214395,0.018678528699912614,0.38340933259237936,-0.14521996189371508,-0.02075607231199651,0.981526944922171,0.12282184057208596,-1.0737807678750682,0.15308316746148343,-0.005762890934975019,1.0644174306269492,-0.28439964357751146,-0.019984242408080093,-1.1719746862975817,0.0705344466663729,-0.030709646666583178,1.182969635234362,-0.40975782360238416,-0.12550324159352622,-0.626143415322693,1.0997688933273932,-0.13243239291988132,-1.8,0.5548728906293807,-1.254376821801497,-0.3665096014728337,0.5232017916028519,-1.3756500550959696,-0.47746682804353163
42,-0.015333203155848378,0.018788315352902603,0.3807108436575136,-0.14997468865094304,-0.0249013564174012,0.9812182268320718,0.11873628992498081,-1.0833035823872144,0.1486171753625415,-0.01721335684699575,1.0694637575392603,-0.2814365239249414,-0.022239013820546532,-1.179740270796011,0.06785008421899547,-0.03977566575618529,1.1851781736167109,-0.4079834016061444,-0.1352473240410541,-0.5393873030569525,1.1335557423899487,-0.12556414828832635,-1.8,0.49793776085907243,-1.1887181993123248,-0.3800556470952917,0.5381215662714555,-1.3606589280908885,-0.4462808951538084
43,-0.018040082794445116,0.018657351301773876,0.37799470596842266,-0.15374510689035895,-0.027407436155114987,0.9815384562389782,0.11042433370719998,-1.0908054725221128,0.13638139746250796,-0.0316124259368723,1.0741846706449807,-0.27904245931986765,-0.01887884801830299,-1.1852071908903383,0.057965024983358246,-0.05096955311375791,1.1881026785136344,-0.4076826809930854,-0.14080373570695465,-0.4467845511482018,1.1577541109125051,-0.12371664921556225,-1.7931928826374235,0.4466246401280253,-1.0905261718714527,-0.4283345395625632,0.5480603231563236,-1.3590439867987827,-0.39058648130831897
44,-0.01975879276026553,0.016727455640826176,0.37457520785191084,-0.15713389375046585,-0.02823569244878097,0.982073957719976,0.10021190884809253,-1.1040022833815806,0.12104102496430923,-0.039476276076153234,1.0792954987742596,-0.278495423694827,-0.013859890003107844,-1.194531117095768,0.04196764501563921,-0.061367212898620446,1.1897202689588073,-0.4083024921704756,-0.1413990816102716,-0.3667752624230437,1.1590742013935642,-0.13765316502468133,-1.7482724147967712,0.39359231795362637,-0.969137960883758,-0.48784480979791806,0.5533778080209619,-1.3608980369004229,-0.3254835386130746
45,-0.024247950168687478,0.013946933345945134,0.3700171788900182,-0.16271589878743128,-0.027298483554380477,0.9820894429802224,0.09098711482526688,-1.1136020540528524,0.1043956659842705,-0.038669896084067304,1.0843037246686082,-0.2835599323940375,-0.001614646208605729,-1.1999334192203337,0.023396194897823085,-0.06619895711246152,1.1894801903753653,-0.41126641759366644,-0.13981969440859662,-0.2951898182831152,1.1381601553217324,-0.17949083681526193,-1.692680693263238,0.346877781925352,-0.8225193582027731,-0.5468724192834536,0.55592868310865,-1.3510070876498772,-0.2779766872393814
46,-0.026622081577368967,0.011148224556544385,0.36494103805725353,-0.1664420923346131,-0.022750294692740886,0.9824817052181692,0.08067932140436154,-1.1266788297400698,0.0844618873702082,-0.03583358391895018,1.0933805310070812,-0.2898805780408855,0.012796992149447618,-1.2079713320739849,0.0034686538528470655,-0.06455661486438205,1.1932133700997207,-0.4132024256174153,-0.13339766786458132,-0.24355596640627677,1.0866322373575728,-0.23197795029702314,-1.606620839317263,0.28392861798248886,-0.6643483307979217,-0.6053652558833489,0.5377764643241608,-1.3224255015512305,-0.22815318559511946
47,-0.02770142078508941,0.007164664664299301,0.3600632284176099,-0.17034591463027637,-0.020183732692319437,0.9822070019073456,0.07644796732133492,-1.141192128389056,0.07107185914371385,-0.026970520505624193,1.1022834123739798,-0.29958781287052666,0.031225055637522602,-1.2170512452501072,-0.007559114107184831,-0.05841025184433595,1.193999986234,-0.41333839396927413,-0.12184076067384447,-0.19968756386449135,1.0279595701743596,-0.2898570975736611,-1.4973858120246137,0.23672073167671115,-0.5226525484714383,-0.6418893753403514,0.518871547835508,-1.2586322939624879,-0.18363781171533522
48,-0.027493977875181295,0.003023331517896741,0.3551274189729989,-0.1699867050419979,-0.010028041048748623,0.9830068997895894,0.0685667081589183,-1.1619464778644073,0.04053198932539637,-0.01108715141734433,1.1333945837005874,-0.3360346044539025,0.10164965012855053,-1.2158258385837957,-0.02773732274240553,-0.03885935414584324,1.1904687435552344,-0.393286477921683,-0.09312377275095428,-0.18355780788525317,0.9236403501990155,-0.36887279690355723,-1.3569819617783367,0.1705100739594583,-0.34060808447897517,-0.6916922062181322,0.4685396940256883,-1.2201827150426863,-0.1432672108379109
