frame,root_pos_x,root_pos_y,root_pos_z,root_rot_x,root_rot_y,root_rot_z,root_rot_w,l_hip_pitch_angle,l_hip_roll_angle,l_thigh_angle,l_calf_angle,l_ankle_pitch_angle,l_ankle_roll_angle,r_hip_pitch_angle,r_hip_roll_angle,r_thigh_angle,r_calf_angle,r_ankle_pitch_angle,r_ankle_roll_angle,l_shoulder_pitch_angle,l_shoulder_roll_angle,l_upper_arm_angle,l_elbow_angle,l_wrist_angle,r_shoulder_pitch_angle,r_shoulder_roll_angle,r_upper_arm_angle,r_elbow_angle,r_wrist_angle
752,-1.2842569329161742,0.6227650096477886,0.38112574952040423,0.004435311998829284,-0.01995405108920697,0.6060689250612418,0.7951494337089805,0.057490033194298816,-0.018414264485585467,0.1350728568667544,4.389297384012782e-18,-0.03849445111410045,0.0,0.042088569796857586,0.012260893750590144,-0.08761080193257831,6.190508448554471e-18,-0.0241754276384634,0.0,0.05414406181039093,-8.775441658928088e-18,-0.07343737691726446,-0.016054932271651667,-0.015966216583367124,0.06166716557128672,4.6039681754619444e-18,0.05202227070648335,-0.16838172896672401,0.110781507157559
753,-1.2842500957733691,0.6227889268765122,0.3811242781195393,0.004429479756669666,-0.019950250475207126,0.6060443108944756,0.7951683220850166,0.05757845277270526,-0.018415981744204946,0.13514168653477063,5.560932547245141e-18,-0.03857136167536145,0.0,0.04214148067452581,0.01226520326802062,-0.08754386324886923,3.134850326224383e-18,-0.024231954210726683,0.0,0.05417848321942698,-7.684145585509329e-18,-0.07336907494208494,-0.016176510645954295,-0.01601033699795324,0.061692855912363016,-2.2942681469770776e-18,0.05204875882593168,-0.16829300720916926,0.11076550004981375
754,-1.2842431284448457,0.6228132031216022,0.3811228716171606,0.0044230622829525106,-0.019944503027097518,0.6060197440990487,0.7951872251747794,0.057663852355577944,-0.01841847595298986,0.13520982544775353,7.856967552010632e-18,-0.0386504860661467,0.0,0.04219136954125289,0.012267246301153096,-0.08747772289619622,4.075642541550344e-18,-0.02428801293378917,0.0,0.05421178076874476,-1.1586566994214025e-18,-0.0733021945746313,-0.016295083821360846,-0.016053801829665516,0.061717629516795894,-5.1258992896482036e-18,0.0520745969564699,-0.16821987891817425,0.11074928261387991
755,-1.284236061014301,0.6228379301592569,0.38112155391090746,0.004415809026158648,-0.0199364291764975,0.6059952462167844,0.7952061374165773,0.05774553392942413,-0.018421630882598034,0.13527706749739468,3.6109654572449786e-19,-0.03873235312465527,0.0,0.04223752623069216,0.012266489579859582,-0.08741260984345278,-3.2988281293150577e-18,-0.024343527210586913,0.0,0.0542436979491986,3.7558814001072515e-18,-0.07323671087706136,-0.016407865040676737,-0.016096173741127758,0.06174141580859917,-1.220031846511612e-17,0.052098001162866225,-0.1681653318699643,0.11073315017295758
756,-1.2842289144258143,0.6228632047475356,0.381120349615245,0.004407474181007991,-0.019925624244760843,0.6059708163219856,0.795225070930152,0.05782275890665461,-0.01842543820677229,0.13534328088315348,-2.2034876079900087e-18,-0.038817524450299894,0.0,0.04227916916740818,0.01226239736830437,-0.0873487317534559,2.4928291307076754e-18,-0.024398419598518118,0.0,0.054274007124075166,8.550193760684998e-18,-0.0731725863491525,-0.016512097807526414,-0.016137084222722507,0.06176417937345614,1.0371124345740857e-18,0.052117052821612324,-0.16813237882024737,0.11071736820219868
757,-1.284221718951575,0.6228889568461635,0.38111924468160935,0.0043985528804397715,-0.019912622385427327,0.6059465051788328,0.7952439707812003,0.05789686087164335,-0.018430148913759492,0.13540832904959163,-1.3634144291627588e-17,-0.03890574407993004,0.0,0.04231772738590134,0.012254805637004504,-0.0872863413568755,1.5193368114062682e-18,-0.024452495245265576,0.0,0.05430342375399071,1.804899824784581e-18,-0.07310756899316477,-0.016613239636322778,-0.01617683674020105,0.061786420008502214,-5.534169170224776e-18,0.0521338412788348,-0.1681234957299374,0.11070110094386937
758,-1.284214461676639,0.6229150659623103,0.3811182005913036,0.004389602601567726,-0.01989814202348569,0.6059223452809833,0.7952627910459563,0.05796952770052083,-0.01843599240536435,0.13547235683155529,7.490926896066117e-18,-0.038996289884046104,0.0,0.042354933935582276,0.012244211883651369,-0.08722538326701695,4.3802832349862735e-18,-0.02450580074429509,0.0,0.05433294095991674,-3.8296162799102284e-18,-0.0730402609950039,-0.016718146304711287,-0.016216229456085807,0.06180880742692736,-7.794900106446504e-18,0.05215174457203268,-0.1681372386103073,0.11068346410748674
759,-1.2842071139662068,0.6229414921738249,0.38111720820799644,0.004380577209278659,-0.019882226198589256,0.6058982880555762,0.7952815678462702,0.05804065635171886,-0.018442860054829487,0.13553557049860207,-3.9425422016541435e-18,-0.039088922570440214,0.0,0.04239061267649371,0.012231041965976066,-0.08716561184753646,-1.0142195907362212e-17,-0.024558497178657823,0.0,0.054362612476275954,-7.756884539854792e-18,-0.07297177980467025,-0.0168257573011347,-0.016255526041108474,0.06183122953092974,-5.01946430586978e-19,0.05217080375458537,-0.16817041964261376,0.11066472029138612
760,-1.2841996382830332,0.6229682172660124,0.38111625828731105,0.00437135017888173,-0.019864783073304824,0.6058743006705428,0.7953003291072154,0.058109873996078566,-0.01845068559784399,0.13559809020677735,2.7307440075623077e-18,-0.03918346425155049,0.0,0.042424422428268806,0.012215730956505976,-0.08710669681244143,8.885565454648191e-18,-0.02461073676501334,0.0,0.05439194431016696,1.0935120902797888e-17,-0.07290337650330005,-0.01693467632740165,-0.016294674406876025,0.06185335562930072,6.558073184777615e-18,0.05219103958643114,-0.16821978380984537,0.11064520066405523
761,-1.2841920053222322,0.6229951999936072,0.38111534267976893,0.004361788429253241,-0.019845776182697214,0.6058503547317866,0.7953190979982647,0.05817679295945575,-0.018459275187830786,0.1356601292118615,1.0155646226013842e-17,-0.039279624822344025,0.0,0.0424559200951536,0.012198720776438757,-0.08704837061870044,1.782757440557455e-18,-0.024662573209867648,0.0,0.05442035268400779,-3.872762020660994e-18,-0.0728364545235519,-0.017043412824202034,-0.01633362801736874,0.06187483729994116,-5.740845209354826e-18,0.05221239817907808,-0.1682820456401846,0.11062532897857809
762,-1.284184194427411,0.6230224028040242,0.38111445708078096,0.004351756370195612,-0.019825137998225315,0.6058264067552057,0.7953379099464092,0.05824102376440537,-0.01846857629185079,0.13572185853448174,6.976787823250107e-18,-0.03937715497881383,0.0,0.04248468115965731,0.01218039815874355,-0.08699037242217453,4.2142019115978766e-18,-0.024714129970649,0.0,0.0544473323420134,1.1976918488361474e-17,-0.072772377019427,-0.0171504745643947,-0.016372266824014013,0.06189525619192676,9.48796014933024e-18,0.05223484223846929,-0.1683539395319264,0.11060548248929318
763,-1.284176170187431,0.6230497973898512,0.38111359078952145,0.004341124951548864,-0.0198027863680483,0.6058024360990871,0.7953567832756745,0.05830215001954825,-0.018478461428169564,0.13578338107783428,7.172538460849556e-18,-0.039475778695863974,0.0,0.04251029787140065,0.01216120380620284,-0.08693244252601627,3.488691722494967e-18,-0.024765549076770935,0.0,0.05447228525554765,-5.090583640575865e-18,-0.07271244974204177,-0.017254398559367168,-0.01641051637465179,0.061914249223696025,1.0336687162479049e-17,0.052258339571382734,-0.1684321926562728,0.11058604775725506
764,-1.2841679001157094,0.6230773447569224,0.3811127372745728,0.004329755387518104,-0.019778636044098196,0.6057784087980655,0.795375746555427,0.05835975211132351,-0.018488837297472888,0.13584493032446296,-2.4540803202017233e-18,-0.03957524673831464,0.0,0.04253226288380356,0.012141535491293128,-0.08687427636287538,1.0713767370878697e-19,-0.02481688586619238,0.0,0.054494660187816873,-8.282609104330219e-19,-0.07265806448852076,-0.017353698596882502,-0.016448329433889443,0.0619314352319803,1.8849924147756403e-18,0.05228283602803799,-0.16851351470050255,0.11056744535400505
765,-1.2841593615404472,0.6231050095556386,0.38111188830628573,0.004317517543091023,-0.01975265286244755,0.6057542866887787,0.7953948301977639,0.05841344509001354,-0.018499527364529898,0.13590667081120583,4.7813469248614374e-20,-0.03967529692329402,0.0,0.042550204399276065,0.012121850954206233,-0.08681559924498877,-2.812551808252284e-18,-0.024868276053625918,0.0,0.05451390155885051,-3.4409869757981147e-18,-0.07261056579182369,-0.017446904492503353,-0.016485586182718254,0.06194643537000427,5.280456332742512e-19,0.052308301061095124,-0.16859464885669245,0.1105500490020874
766,-1.284150520664997,0.6231327572355441,0.38111103691189524,0.0043042728764959935,-0.019724734170366014,0.6057300351279141,0.795414063642861,0.05846279102921999,-0.018510486048790676,0.13596874695906921,5.8905904911271245e-18,-0.03977567915254886,0.0,0.042563645685385246,0.0121025498454147,-0.08675615798280624,8.636770619497861e-19,-0.024919818404412757,0.0,0.05452941360638338,-3.70811999153844e-18,-0.07257128632527222,-0.017532532815431566,-0.016522217387322388,0.061958824793301635,3.475720289719216e-18,0.05233469839916712,-0.16867234063118913,0.11053427491776197
767,-1.2841413457513207,0.6231605563923034,0.38111017246996765,0.004289897909533859,-0.019694819982629168,0.6057056295623321,0.7954334674617838,0.058507406790916254,-0.01852153863273763,0.1360313063539998,1.0701013021314954e-17,-0.03987613710787819,0.0,0.04257219674925178,0.012084078776965495,-0.08669566677318095,-2.5125896483609546e-18,-0.024971610608616666,0.0,0.054540683538850915,-5.114724079572612e-18,-0.07254160870205234,-0.017609098397061616,-0.016558157403599005,0.06196824234600508,-7.509450003221805e-18,0.052361936459451024,-0.1687432631665006,0.11052054673731325
768,-1.2841318171630713,0.623188363826948,0.38110929331021126,0.00427425095124157,-0.01966285928534366,0.6056810239653092,0.7954530784099493,0.05854688625118727,-0.018532641321195878,0.1360945667822124,-7.122647992781609e-18,-0.03997638153458089,0.0,0.042575389904618066,0.012066843658987664,-0.08663384848371601,2.859385947354424e-18,-0.02502376548253729,0.0,0.05454713286670268,2.7862404337378912e-18,-0.07252283468237664,-0.01767515254009,-0.01659332232841085,0.061974306599226495,-2.6068233045139144e-18,0.05238999801512909,-0.1688041780260029,0.11050925256869543
769,-1.28412183452421,0.6232162275412736,0.3811084084222544,0.004257493336826635,-0.019628578015042614,0.6056562317445287,0.7954728918226014,0.05858119583234577,-0.018544067917880595,0.1361585808786751,-1.6530088365033194e-18,-0.04007685775963848,0.0,0.04257318808399933,0.012050376898909601,-0.08657075652891255,-2.8858697890265343e-18,-0.025075689909238537,0.0,0.054547567530552676,3.764828185612625e-18,-0.07251706014232408,-0.017726343240047945,-0.016627725067729648,0.06197591300735198,-1.405193248781402e-17,0.05242146206291368,-0.16885497760902837,0.11050101169660984
770,-1.284111386769967,0.6232442037595411,0.38110753758847604,0.004239853872473604,-0.019591869134689018,0.6056312778726034,0.7954928897013138,0.05861065165103417,-0.01855623958711257,0.13622314159757945,-8.495470024599116e-18,-0.04017803388600316,0.0,0.042565941315043376,0.012033957399190685,-0.08650667359528441,7.352538390513864e-18,-0.025126912944583687,0.0,0.05454156033180135,1.2606811561736929e-18,-0.07252429366834008,-0.0177613461082087,-0.016661237667537604,0.06197260272972096,3.0301809594634544e-18,0.05245808311381339,-0.16889905541252895,0.11049565698530131
771,-1.2841005356767214,0.6232722865237589,0.38110667851728935,0.0042213111913261565,-0.0195529020001566,0.6056061718760898,0.7955130603206879,0.05863547340773501,-0.018569005838546093,0.1362882171960448,-2.799451386999764e-18,-0.04027983269914048,0.0,0.0425538467255895,0.012017542213644095,-0.08644176897934218,-3.894023043945445e-19,-0.025177629303828372,0.0,0.05452988672441421,6.515514742261762e-18,-0.07254257188528436,-0.017783218760877753,-0.016693802185013953,0.0619650732132329,-4.4770720520514095e-18,0.05249849290548948,-0.1689384447990185,0.11049255435208855
772,-1.2840893542960734,0.6233004755182181,0.3811058281617077,0.004201854548887161,-0.019511851175024752,0.6055809715036702,0.7955333550736544,0.05865590767064877,-0.018582236571771653,0.1363535599423199,2.4978628866265785e-18,-0.040382222831451035,0.0,0.0425372111295661,0.01200112516441238,-0.08637622827730193,5.388695811027219e-18,-0.025228105918140366,0.0,0.05451360117754591,-3.838862504797346e-19,-0.07256989958011971,-0.01779530593865708,-0.016725506572985344,0.06195411673530664,-3.763023277516034e-18,0.052541326843265526,-0.1689752596383456,0.11049112512638092
773,-1.2840778984029058,0.6233287753225775,0.38110498233532875,0.004181481894770959,-0.019468872609947018,0.6055556682516811,0.7955537762192587,0.058672182857954225,-0.018595808001947843,0.13641907394625535,-1.035602090663504e-17,-0.04048514397155521,0.0,0.04251632185095976,0.011984682195775344,-0.08631017454650247,-6.138594179720336e-19,-0.025278559651678925,0.0,0.05449373177995223,-1.304602296030666e-17,-0.07260428924815321,-0.017800949471061867,-0.01675642066429601,0.06194053902782824,-1.0799325970357507e-17,0.052585182797317664,-0.16901153957009396,0.11049083264187856
774,-1.284066238106429,0.6233571758843113,0.38110414070848275,0.004160184608345227,-0.01942417599810544,0.6055302936211865,0.7955742943043469,0.058684595649245185,-0.018609601037586996,0.1364846575284153,4.501026323711544e-18,-0.040588522680645216,0.0,0.04249145774578765,0.011968190380585006,-0.08624379500848059,-3.365551826246035e-18,-0.02532923960613048,0.0,0.05447138842612874,1.1637470034749313e-17,-0.0726437098110687,-0.01780351321087913,-0.01678667535970354,0.06192517143665359,8.766288078269576e-18,0.05262864092573648,-0.1690494182607498,0.1104911162656968
775,-1.284054433461815,0.6233856917092663,0.3811032958861567,0.004137980444115038,-0.01937791343418641,0.6055048725425686,0.7955948861801398,0.05869342214136673,-0.018623462174466452,0.1365501043400415,-2.2959895615305887e-18,-0.04069233073831442,0.0,0.04246296563682139,0.01195160606573319,-0.08617723431103683,2.0199597530131614e-18,-0.025380386295756896,0.0,0.05444764565534956,-1.2751467252898977e-17,-0.07268612168111113,-0.017806376530072388,-0.016816326817973657,0.06190884322479964,-5.2334724739495e-18,0.05267037382815636,-0.16909097049420582,0.1104914083382802
776,-1.2840425593624576,0.6234143158538898,0.3811024497071411,0.0041148689713739126,-0.019330292361169527,0.6054794335102186,0.7956155247647732,0.058698989693994966,-0.01863735460740461,0.13661527264722506,5.2261493922877795e-18,-0.04079650762902235,0.0,0.04243119295930847,0.0119349053272172,-0.08611064929740621,3.8020409734198544e-18,-0.025432277592478684,0.0,0.054423530312413704,1.400910934750215e-17,-0.07272948393336391,-0.017812920081706637,-0.01684549373468991,0.061892344106046465,1.6391278669452788e-17,0.05270894734708695,-0.1691383346831671,0.11049112592744355
777,-1.2840306715565293,0.6234430486459159,0.38110159777478697,0.004090802917895821,-0.0192814711631138,0.6054539879666507,0.7956361974272863,0.05870147038141647,-0.018651041975270177,0.13668010316410825,-1.2481004886891915e-17,-0.040901032012348994,0.0,0.04239632951337382,0.011918112707688026,-0.08604415830057763,1.0054260404393231e-18,-0.025485134580371306,0.0,0.05440014627097424,1.3120201208917966e-17,-0.0727718549321082,-0.017826452876019156,-0.016874265064349057,0.06187650730651237,-4.3474760111215016e-18,0.05274295040511093,-0.16919358236712972,0.11048975450596404
778,-1.284018837869041,0.623471893768335,0.3811007348367989,0.00406583159505727,-0.019231646233421305,0.6054285701767561,0.7956568727851986,0.058701206891557826,-0.018664455229839654,0.13674437640191445,-8.49760213432676e-19,-0.041005800364679844,0.0,0.042358752521131235,0.011901191598330228,-0.08597798357065212,-1.3498979619115185e-18,-0.02553919434002489,0.0,0.054378551005680266,1.0240413265345227e-18,-0.07281111694796535,-0.01785039062820378,-0.016902753364485042,0.06186216198494278,3.510448640556643e-18,0.05277099906337304,-0.16925881023495334,0.11048668333919007
779,-1.2840071284089627,0.623500849251081,0.38109986053591444,0.004039944620245087,-0.019180991077304053,0.605403197838686,0.7956775329713982,0.05869848443738753,-0.01867749217400843,0.13680796866923506,-4.930520107842579e-18,-0.04111077939214771,0.0,0.04231881629522925,0.011884077829620799,-0.0859122749471695,-3.687308540916912e-18,-0.025594718161395746,0.0,0.05435984586674404,1.3824614983678323e-17,-0.07284531440585189,-0.017888064449503666,-0.016931036415107053,0.06185011648852126,-2.1917771603593072e-18,0.05279173931332444,-0.16933610762876977,0.11048138260632961
780,-1.2839955995178638,0.6235299195770753,0.38109897120437985,0.004013112651085567,-0.01912967260622698,0.6053778974305128,0.7956981537338388,0.058693522717558885,-0.018689990464188677,0.13687075441913807,-2.484586741192679e-18,-0.04121593464200332,0.0,0.04227670517221531,0.011866790146167178,-0.08584712041718193,-5.046829508484566e-18,-0.02565194088511827,0.0,0.05434510066215589,1.6411135967237736e-17,-0.0728724154388695,-0.01794283749673973,-0.016959209170886856,0.061841191495267,4.0154655655774175e-20,0.05280376297325837,-0.16942760204453527,0.11047328066950321
781,-1.2839841326187558,0.6235590380663785,0.38109805490055043,0.003984639094107215,-0.019076794075911303,0.6053524332387858,0.7957189391681944,0.05868372462691726,-0.018701363061891053,0.1369335356216339,-1.0020261678554865e-17,-0.041320883401270596,0.0,0.04222961039704137,0.011849689540246464,-0.08578216603644052,-6.7879884496270356e-18,-0.02571046233915608,0.0,0.05433460803501301,1.0088829109372435e-17,-0.07289347726374915,-0.018017405214510132,-0.016986827597832134,0.06183497130507141,-6.877563424570097e-18,0.0528020668706317,-0.16953761728515745,0.11046176750751421
782,-1.2839725585065744,0.6235881647150477,0.3810971059025588,0.0039540070891261984,-0.019021481810645415,0.6053266435734505,0.795740035211103,0.05866689907910083,-0.01871134039441602,0.1369969940303811,5.1453470813311495e-18,-0.0414253845740653,0.0,0.04217509138318522,0.011833052208149527,-0.08571688555083672,-5.5937249335576755e-18,-0.025769710817048826,0.0,0.05432734440094004,-5.299324322514846e-18,-0.07291138638401187,-0.018109848802558316,-0.017013579397942756,0.061830331949524246,6.100675393260293e-18,0.052784768400700725,-0.16966684913725394,0.11044740222276003
783,-1.2839609193527568,0.6236173173911029,0.38109613119125735,0.003921600907095006,-0.018964109921628832,0.6053006494246779,0.7957613382084288,0.05864420434919917,-0.01872031116720495,0.13706071128119993,2.936668966696159e-18,-0.041529600945714486,0.0,0.042114450105783886,0.011816700690814207,-0.08565149546733941,3.9583363365714427e-19,-0.025829716659983754,0.0,0.05432234946108089,-1.2762372802094876e-17,-0.07292680771167197,-0.018216616006461517,-0.0170396068956091,0.061826956910561434,-8.799481181890104e-18,0.052755424030504726,-0.16981174431909807,0.1104310017284373
784,-1.2839492424972947,0.6236465369728601,0.38109514489148844,0.00388783994212464,-0.018905121554080254,0.6052745452095377,0.7957827630710516,0.05861702580271532,-0.018728727432302167,0.13712439911006674,9.835499566706512e-19,-0.041633841683444764,0.0,0.04204924494081367,0.011800407884682784,-0.08558611121125068,2.7088754718167253e-18,-0.02589056020392383,0.0,0.0543190005296424,-1.6683587754316777e-18,-0.07294040317500129,-0.018334231878283352,-0.017065209931958016,0.0618246518688748,-9.327182708029533e-18,0.05271761695805199,-0.16996858381058427,0.11041316201444003
785,-1.283937554380578,0.6236758670210031,0.38109415055615486,0.0038531624095412085,-0.018844939862681882,0.6052484445338802,0.7958042107015624,0.05858684382358166,-0.01873696890808097,0.13718768907208834,-5.336480500148904e-18,-0.04173841833951947,0.0,0.0419809906636605,0.011783996640761765,-0.08552083864238247,-1.904168529326151e-18,-0.02595239406782016,0.0,0.0543166693431347,1.7824092802376316e-17,-0.07295281268977806,-0.018459222779729317,-0.017090650741384276,0.06182328776485375,-1.513528762735227e-17,0.05267511786295426,-0.17013362718728198,0.11039444830595138
786,-1.2839258865192147,0.6237053504695699,0.38109315887045003,0.003818021807735339,-0.018784038013357852,0.6052224440351335,0.7958255938718788,0.058555140841827474,-0.018745489406608654,0.1372502449824005,-1.6635140302827429e-18,-0.04184361644998362,0.0,0.04191138332395442,0.01176728537175708,-0.08545584312235262,4.593677221461172e-19,-0.026015296950783348,0.0,0.05431475841431398,-1.6106364579265023e-19,-0.07296463810956699,-0.01858813749935663,-0.017116206989775933,0.061822711875323885,-2.4696039670587177e-18,0.0526315722116247,-0.17030316713080487,0.11037543280828777
787,-1.2839142627581877,0.6237350310058409,0.3810921774722426,0.0037828431072974658,-0.018722833677285892,0.6051966569726536,0.7958468143972451,0.05852335344356341,-0.018754690094583523,0.13731172633108663,9.688084039129469e-18,-0.04194973154456267,0.0,0.041841935907900155,0.011750059505244787,-0.08539123757648324,-5.722642272794984e-20,-0.02607940978290478,0.0,0.05431268714695515,-6.3591742977667896e-18,-0.07297652884187195,-0.018717529894371282,-0.01714217988991633,0.0618227965489955,-7.310397260617044e-18,0.05259072595833328,-0.17047347415650066,0.11035666513875081
788,-1.2839027191296777,0.6237649488824947,0.3810912157562645,0.0037480927923140227,-0.018661802632244172,0.6051711774947217,0.7958677872942138,0.05849299334649402,-0.018765027852638876,0.13737177694652244,2.285459448935212e-18,-0.042057061476772815,0.0,0.04177430028658771,0.011732101362762096,-0.08532716727823461,-6.109359548921181e-18,-0.026144848177397095,0.0,0.05430981529433011,1.555123870709701e-17,-0.07298906967950404,-0.018843897467285972,-0.017168851418133752,0.06182337249314453,-4.24667909039824e-18,0.05255624467468084,-0.1706408353267343,0.11033873395532293
789,-1.283891285110113,0.6237951492114757,0.3810902835292057,0.0037141619189012703,-0.018601392318524382,0.6051461152178766,0.7958884170797847,0.058465492633896526,-0.01877686555038803,0.137430089825284,-6.342742406597212e-18,-0.04216594581216143,0.0,0.041710033429234725,0.011713298883407275,-0.08526376507222945,-6.435783630198388e-19,-0.026211740987849654,0.0,0.05430560411087969,4.169339357485757e-18,-0.07300291842232373,-0.018963810130391796,-0.017196510474084187,0.0618243383945669,1.965460544764799e-18,0.05253183440164462,-0.17080151718934172,0.11032219981438314
790,-1.2838799778050132,0.6238256766599741,0.3810893872999608,0.0036815247045124035,-0.018542026736736973,0.6051215724463761,0.7959086142142013,0.058442320360900954,-0.018790673040775127,0.13748627075199846,-6.382268404987446e-18,-0.04227665381340746,0.0,0.041650752404808304,0.011693384272347748,-0.08520113170197928,-5.3309892099536824e-18,-0.026280173060080902,0.0,0.05429942034240008,3.183763583796175e-18,-0.07301866902587109,-0.01907381248996865,-0.017225427403881992,0.0618255269617327,5.5069052972350286e-18,0.052521159201553556,-0.17095182227429684,0.11030763129042236
791,-1.2838688387949442,0.6238565660245274,0.38108853706042345,0.0036506197031322346,-0.018484188857555955,0.6050976663895521,0.795928276836538,0.05842498527886211,-0.018806854758151276,0.13754004243670537,1.9515100920353037e-18,-0.04238948815661627,0.0,0.041598049272638674,0.011672207280410574,-0.08513943775496569,1.935795780047116e-18,-0.026350297570711573,0.0,0.05429065974632928,-6.21925504279222e-18,-0.0730369599816048,-0.019170425880680294,-0.017255923353935904,0.06182681001833058,-7.777112414554164e-18,0.05252796072047478,-0.17108804113057477,0.11029560145389099
792,-1.2838578916627204,0.6238878681705714,0.38108773969703774,0.0036218815447977438,-0.018428300388964525,0.6050744874522724,0.7959473251121716,0.05841492179238056,-0.018825831015060593,0.13759099058880322,7.57688652304565e-20,-0.042504752355976984,0.0,0.04155352529067053,0.011649556279948677,-0.0850788196236392,-7.699273064551699e-20,-0.02642222021983351,0.0,0.05427873975147458,-8.482791775651727e-18,-0.07305837883358392,-0.019250183642886193,-0.017288271812631904,0.061828075819264444,3.412192818675144e-18,0.05255591340389511,-0.17120643224337204,0.11028669036104292
793,-1.2838472707479867,0.6239195400369113,0.381087013034868,0.003595300336081464,-0.018374728301341684,0.6050518398465813,0.7959659001952369,0.058412583670182816,-0.01884781992565973,0.13763949190882827,3.85936577894191e-18,-0.04262227800144713,0.0,0.04151735894424424,0.011625837198357901,-0.08501870290973168,-4.4101651346147516e-18,-0.026495810802424836,0.0,0.05426229927300419,3.2094922095690244e-18,-0.0730888685878233,-0.019312052804656487,-0.017324067267852326,0.06182863223141309,-1.01970855448597e-17,0.052611019174977305,-0.17130127718039942,0.11028162416622292
794,-1.2838370351858346,0.6239515056344009,0.381086357626633,0.00357038243990885,-0.018323168252689963,0.6050295104127499,0.7959841740914991,0.058416554702530515,-0.018872540744110846,0.13768609706762178,-6.295586494236789e-18,-0.04274153420248711,0.0,0.041487879850006806,0.011601508846914493,-0.08495868320058386,-9.5916431032107e-19,-0.02657087522865384,0.0,0.05424090213205937,3.542905553431998e-18,-0.07313162761599551,-0.01935890360064412,-0.017363800831903455,0.061827886279900345,-5.042043027870028e-18,0.05269341007963292,-0.17137258860350185,0.11027994484576661
795,-1.283827089697104,0.6239837613508334,0.38108575768053893,0.0035468548675176076,-0.018273154925908315,0.6050075163396803,0.7960021462295783,0.05842572343623147,-0.018899567915117155,0.1377308890588167,-1.6199811690053021e-18,-0.042862511323301114,0.0,0.041463982559804574,0.011576485837502459,-0.08489889508425377,8.517046565588467e-18,-0.026647384426571784,0.0,0.05421555015960737,1.0442941820883936e-17,-0.07318310890550014,-0.01939337609526913,-0.017406310051629948,0.06182607942735803,1.5285900673285926e-17,0.05279752680307292,-0.17142558444088468,0.11028063795113852
796,-1.2838173387534204,0.6240163036304228,0.3810851989072288,0.0035244437387185385,-0.01822421676875116,0.6049858966566305,0.7960197994183763,0.058438908611846516,-0.018928508500022867,0.13777387989743026,-3.9750371648376766e-18,-0.04298509494569065,0.0,0.04144457318247363,0.011550686455577216,-0.08483954419226122,-7.890656602107174e-18,-0.026725349825247404,0.0,0.05418745015949328,-1.2352602415887132e-18,-0.07323968751418537,-0.019418270521028725,-0.017450579738867506,0.06182380172034037,-8.46575020067191e-18,0.05291774055065491,-0.17146585675855605,0.1102829813050813
797,-1.2838076945024552,0.6240491415500327,0.3810846691749306,0.003502884333331557,-0.018175912130972204,0.6049646912555133,0.7960371149347731,0.05845505150951024,-0.018958985023847897,0.1378151140380524,-7.07867176269584e-18,-0.04310925888038403,0.0,0.041428625214319795,0.011523983516312003,-0.08478083468434969,3.5496648598074754e-18,-0.02680480484919359,0.0,0.05415779512394525,9.850177576483536e-18,-0.07329769433142298,-0.019436383758307238,-0.01749563889591456,0.06182162717813894,-1.816541564725652e-18,0.05304835534280273,-0.17149903312500928,0.11028624335761901
798,-1.2837980631166346,0.6240822662617485,0.3810841528237433,0.0034819318441415303,-0.01812781698213728,0.6049439380238677,0.7960540749536245,0.05847311768354432,-0.018990580083779702,0.13785462496619258,-5.325359883993741e-18,-0.043234941183886905,0.0,0.041415141617834446,0.011496313266930546,-0.08472300588255917,5.541692377895946e-19,-0.026885748279131032,0.0,0.0541278450450019,7.025481516068054e-18,-0.0733534628033565,-0.019450517629351023,-0.01754047105052453,0.061820185289675776,7.412729428557204e-18,0.0531837134256441,-0.17153067065695712,0.1102897419452153
799,-1.2837883491694222,0.6241156809029237,0.38108363536035156,0.0034613325658491055,-0.01807945975159043,0.6049236739564727,0.7960706633201373,0.058491991408930806,-0.01902295373452605,0.1378924437954366,4.6701536880068795e-19,-0.0433620763622396,0.0,0.04140308366213465,0.011467562245946063,-0.08466620920299764,-1.4201057435825693e-18,-0.026968219937645713,0.0,0.05409882897226714,9.275359842653086e-18,-0.07340329324603909,-0.019463480281912623,-0.017584090314262297,0.061820068003793235,-5.498593786440096e-18,0.05331808165229613,-0.17156641128338324,0.11029274607439865
800,-1.2837784626918136,0.6241493895979238,0.38108310385025396,0.003440817921527853,-0.018030412609654475,0.60490394100416,0.7960868590491829,0.05851060998253994,-0.0190556604440496,0.13792860846183805,9.742284221586393e-18,-0.043490639369533554,0.0,0.04139146054721856,0.011437635988806245,-0.08461067074993586,2.4361771849151436e-18,-0.027052237178232446,0.0,0.05407197778732121,-1.2644846980663342e-17,-0.07344358936332882,-0.019478109341330728,-0.01762550376635174,0.06182186660545392,-6.217724758658997e-18,0.053445796222858874,-0.17161180169098267,0.11029454320373941
