frame,root_pos_x,root_pos_y,root_pos_z,root_rot_x,root_rot_y,root_rot_z,root_rot_w,l_hip_pitch_angle,l_hip_roll_angle,l_thigh_angle,l_calf_angle,l_ankle_pitch_angle,l_ankle_roll_angle,r_hip_pitch_angle,r_hip_roll_angle,r_thigh_angle,r_calf_angle,r_ankle_pitch_angle,r_ankle_roll_angle,l_shoulder_pitch_angle,l_shoulder_roll_angle,l_upper_arm_angle,l_elbow_angle,l_wrist_angle,r_shoulder_pitch_angle,r_shoulder_roll_angle,r_upper_arm_angle,r_elbow_angle,r_wrist_angle
14,-1.2841404215120389,0.6139936326913413,0.3807405161587628,0.01084541670747629,-0.029279172061423754,0.6097841284041203,0.7919522862939826,0.052552330022760885,-0.01390376209817127,0.13664832057791662,-4.483422317613979e-18,-0.018762590802410904,0.0,0.045847436814666534,0.024932701388250503,-0.11613452386889694,-7.970712382560975e-20,-0.012088005494128203,0.0,0.06798232736203072,2.574556643179446e-18,0.05254350542423076,-0.1005921881918549,0.0705635149189778,0.06279000901373435,-1.6203740280974765e-18,0.026340867707513642,-0.15777640816698404,0.09768929203523101
15,-1.2841827841881825,0.6139998313592094,0.3807515138654264,0.010831313069034365,-0.02918700436781818,0.6097341774713749,0.7919943397881954,0.05235156650482237,-0.014168501940414434,0.136690295400458,1.0236465132281512e-17,-0.018552928041429974,0.0,0.0456133680528158,0.024718823029962724,-0.11599452884666728,5.979523212023326e-20,-0.012165997222294573,0.0,0.06792954607278777,4.146332155928207e-18,0.05087663151416787,-0.10024706459891389,0.069833733327257,0.06281114161334636,5.539595475043124e-19,0.02661388487342505,-0.15788081675087606,0.09771836309227247
16,-1.284225303581113,0.6140071987410826,0.3807623267474882,0.010810163670800333,-0.02909150298107767,0.6096851196894746,0.7920359080527494,0.05213886925669037,-0.014426775135022298,0.13673165484192354,-9.04234058255506e-18,-0.018355255270903474,0.0,0.04536909087676863,0.02451170621530025,-0.11586183727788207,-2.8004365074105263e-18,-0.01225829479250071,0.0,0.06785305844637032,-1.0725872331962798e-17,0.049027631077628996,-0.09981818143557451,0.06900696489465973,0.06282344499942197,-3.0162843251725635e-18,0.02691642182897245,-0.15798282488199444,0.09774662478195933
17,-1.2842674321127938,0.6140151020470455,0.3807728345527544,0.01078329904760133,-0.028993874106578738,0.6096363895541085,0.7920773625457131,0.051916931055919886,-0.014677378551694216,0.13677348576490111,3.2224963159789705e-18,-0.018167678329181564,0.0,0.04511615795353682,0.024313406291377175,-0.11573382409953102,1.5555429204080205e-18,-0.012359068888094585,0.0,0.06775675897040398,2.3494576374466156e-19,0.04704613554751983,-0.09932010661110248,0.06810826440766182,0.06282854669044663,-5.397293939904402e-18,0.027241238725559135,-0.15808397578474676,0.09777336109730628
18,-1.2843086128080041,0.6140229139126022,0.38078291759236776,0.010752045832510363,-0.02889533017441278,0.6095874080383953,0.7921190853435853,0.051688489440649674,-0.014919110225318954,0.13681676723004055,-9.485474471589518e-18,-0.017988326319168392,0.0,0.0448561588233696,0.024125996554121835,-0.11560786190428031,3.4547562242746724e-18,-0.012462452640363313,0.0,0.0676447836455302,-1.2916564231358436e-17,0.044981983678067335,-0.09876768707149915,0.0671625336161862,0.06282809076957764,-7.368339608165159e-18,0.02758098238566256,-0.15818589101002237,0.09779779805934713
19,-1.2843482901624224,0.6140300118176667,0.3807924546284962,0.010717782885911669,-0.02879708580384661,0.6095376264016096,0.7921614349234051,0.05145633906505358,-0.0151508289850291,0.13686250652294027,1.1590578820184907e-18,-0.01781531100834499,0.0,0.04459074771583718,0.023951491584670647,-0.11548128864333279,1.407861402565253e-19,-0.012562615863889296,0.0,0.06752143234266994,-9.154573275246868e-18,0.042884900455406785,-0.09817605262783557,0.0661945262681769,0.0628236875193407,-4.988177026380575e-18,0.027928383719441032,-0.15829014017838186,0.09781914812930928
20,-1.2843859113942564,0.6140357790234868,0.38080132741867434,0.010681807748266717,-0.028700344569620884,0.6094864841593159,0.7922047808691449,0.05122314901162708,-0.015371296835626361,0.13691166097544152,1.1345656431072243e-17,-0.01764678772780318,0.0,0.044321474085754264,0.023792023453019992,-0.11535145932661515,-1.9038587501867498e-18,-0.012653756227636086,0.0,0.06739126130151638,-1.2697817972730013e-17,0.040804821863252655,-0.09756050595992509,0.06522893879926063,0.06281700995603878,1.3005343872142527e-17,0.028276177314565366,-0.1583983147077538,0.09783666249428806
21,-1.2844209218171798,0.614039582119521,0.3808094144200288,0.010645506379733438,-0.028606323805558324,0.6094334134355767,0.7922494973305517,0.05099173839352096,-0.015579385201286974,0.13696524173702668,-3.156862843095338e-18,-0.017480884126523058,0.0,0.0440499889059824,0.02364963366129881,-0.11521575075104451,-1.625840037585227e-18,-0.012730033283086296,0.0,0.06725890421586593,-2.1520513151330805e-17,0.03879171552592282,-0.09693655633472917,0.06429036314109629,0.06280966994816302,-1.7660636950252162e-18,0.028617049034090493,-0.15851200373013605,0.0978495816179211
22,-1.2844527624469562,0.6140408138979967,0.38081659744883267,0.010610219289296362,-0.02851622538846751,0.609377852304618,0.7922959555979306,0.050764874606985755,-0.01577387202282652,0.13702426298675133,2.8017227732630462e-18,-0.017315775783894406,0.0,0.04377797511868105,0.02352634064590986,-0.11507147364223677,-5.254185076487828e-19,-0.0127856159488625,0.0,0.06712919042039968,-8.015790417222664e-18,0.03689555504494404,-0.09631980496690967,0.06340327261819934,0.06280329937693185,1.2010927192065979e-17,0.02894362300493082,-0.15863278713505807,0.09785713272909981
23,-1.28448087449531,0.6140388525540779,0.38082276010985366,0.010577277125106862,-0.02843125078552404,0.6093192488466188,0.7923445198727513,0.05054530399063249,-0.0159536336806238,0.13708972145918577,-1.1178307866985415e-17,-0.017149578335260054,0.0,0.04350697152564355,0.023424217406061806,-0.11491599968802227,3.1525904552315016e-18,-0.012814706178748927,0.0,0.06700693113772156,2.9353397391505744e-18,0.03516640862605527,-0.0957260062325139,0.06259213865352925,0.06279953771770891,5.191464933721607e-18,0.029248702073466512,-0.15876222815170252,0.09785854589595117
24,-1.2845047072227522,0.6140330709768151,0.3808277812294398,0.010548074717179938,-0.028352592474410868,0.6092570490219066,0.7923955557907036,0.050335794681243023,-0.016117543903208707,0.13716257595460007,-8.196309351022562e-19,-0.01698045762863957,0.0,0.043238643391897764,0.02334525241225127,-0.1147467285560951,1.858377051386134e-18,-0.012811473023137662,0.0,0.06689703771360311,1.217848089694472e-17,0.03365433781979711,-0.09517085467759206,0.06188137190971453,0.06280000460535876,1.07149667827669e-18,0.029524978001353813,-0.15890188582588682,0.09785303938688657
25,-1.2845238561882422,0.6140230637521605,0.3808314287692964,0.010520861041367369,-0.0282803923059457,0.6091913465004447,0.7924490105003253,0.05013299003020687,-0.01626261154256617,0.13724279268422074,1.2905072211108237e-17,-0.016808131982544598,0.0,0.04296959337332602,0.023296610516636194,-0.11456424014765289,7.058034381894466e-19,-0.01277397941573992,0.0,0.06679577292542496,1.1448814952444344e-17,0.032302689886932086,-0.09463161774526782,0.06124095828317634,0.06280415381400672,-7.19130972218901e-19,0.029780707766598035,-0.15904615727777982,0.09783931026562688
26,-1.284538667830307,0.6140092173875968,0.38083368304625426,0.010492966979897711,-0.02821327664245475,0.6091228441362282,0.7925044286415356,0.049931294874689745,-0.016388222154641138,0.1373292650582172,6.157156112666026e-18,-0.01663429163958096,0.0,0.04269542373239189,0.023280606983584036,-0.11437190555917567,-3.866877457783292e-18,-0.012707177714097538,0.0,0.06669538171944817,2.2299783462804762e-17,0.031020741585395223,-0.09407674780529657,0.06062499658960812,0.06280943219050028,1.0367683274392636e-17,0.03002921659705679,-0.15918946318754754,0.09781697801135208
27,-1.2845497219032351,0.6139921431147143,0.38083475007217377,0.010464397908177879,-0.02815031800006501,0.6090518620500409,0.7925615971685052,0.04973048633472341,-0.01649672039157077,0.13742132969750412,5.1342198994298745e-18,-0.01646022136328361,0.0,0.042416736593484536,0.02329207578306939,-0.11417113379450078,4.693111775715559e-18,-0.01261578921496596,0.0,0.06659497712041737,1.669687227495438e-17,0.029807672198193594,-0.09350912494517147,0.0600339398612504,0.06281454487397742,-2.549569171235444e-18,0.03027084657226752,-0.15933359411799172,0.09778692991083622
28,-1.2845575746970077,0.6139725099726061,0.3808348352154633,0.010435335432139582,-0.028090822100060798,0.6089786800275659,0.7926203232065429,0.049531210507069434,-0.016590456908589693,0.13751835787602087,1.1431264661387806e-17,-0.016287488478399524,0.0,0.04213488308785608,0.023325836461504712,-0.11396319086100037,6.359371166752577e-18,-0.012504829106510105,0.0,0.06649580475266889,1.0480073958581441e-17,0.028663431431019064,-0.09293350899201085,0.059467508387739586,0.06281947402147836,-7.610591031079889e-18,0.030505643224629758,-0.1594810657330268,0.0977506552210862
29,-1.2845627922632101,0.6139509847278742,0.38083414037159724,0.010406020280784094,-0.028034158981267675,0.6089035619009017,0.7926804229804868,0.04933433881138621,-0.016671773564933712,0.1376198161132199,2.708578927567125e-18,-0.01611771806848815,0.0,0.041851419166089074,0.023376718454760494,-0.11374935871429144,2.161932483858394e-18,-0.012379231922068634,0.0,0.0663992038881892,1.5533948977933427e-17,0.02758811039886064,-0.09235465229365954,0.05892532064190202,0.0628244772836336,7.379351036479465e-18,0.030733676926379412,-0.15963451486555472,0.09770963098081101
30,-1.2845659397632887,0.6139282271226894,0.38083286936463545,0.010376700787435867,-0.02797971866505201,0.6088267865412832,0.7927417003122813,0.049140732885505245,-0.016743067709655758,0.13772508782912324,3.0667398609964605e-18,-0.015952477933193043,0.0,0.04156795442316699,0.023439597371751036,-0.11353096337261427,1.1509655740858844e-18,-0.01224401233288315,0.0,0.06630652495675879,5.095220815089837e-18,0.02658164824070428,-0.0917772354839432,0.05840714623618176,0.06282981956085924,-8.339886398665841e-18,0.030955047308009603,-0.159796568816821,0.09766540550654593
31,-1.2845675761272677,0.6139049013199849,0.3808312254713303,0.010347617536925882,-0.027926850635779,0.6087486058744734,0.7928039812404833,0.04895126150378408,-0.0168067009005147,0.13783365446279755,3.2514294394448503e-18,-0.01579338245064374,0.0,0.04128605709810625,0.02350926583188989,-0.11330920799267642,-3.005200104964353e-18,-0.012104119706302274,0.0,0.06621894784376693,1.2648425363993247e-17,0.025643959836283734,-0.09120578925881022,0.05791278278914466,0.06283580487768038,-8.04427190007409e-18,0.031169739681810263,-0.1599698501386396,0.09761947597232885
32,-1.2845682635646312,0.6138816843062367,0.3808294151583657,0.01031900490814346,-0.027874949627908863,0.6086693071073144,0.7928670631994044,0.048766766743921476,-0.016865073663476435,0.13794486454157684,1.5671540546664273e-18,-0.015642060739665085,0.0,0.04100727362557175,0.023580591776614625,-0.11308535337718675,3.2776932510740215e-18,-0.01196460653114087,0.0,0.06613759403362543,-1.5006829786945236e-17,0.02477493562193509,-0.09064470569599899,0.05744213844640622,0.06284267770646777,9.57062527102634e-18,0.03137789759891109,-0.16015699218917975,0.09757337049461202
33,-1.2845685817701145,0.6138592160397179,0.38082764161090593,0.010291124543687627,-0.027823413622655408,0.6085891336591932,0.7929307768033478,0.048588170812324936,-0.01692052938626922,0.1380582903482116,1.7308083474195324e-17,-0.015500068242516258,0.0,0.04073321585198524,0.02364839724422931,-0.11286069939658985,-3.2321718476040033e-18,-0.011830358248567981,0.0,0.06606345957202804,2.785610783855616e-17,0.02397430185612147,-0.09009829782739465,0.05699523102839922,0.06285069260366852,-3.067953334955076e-18,0.03157953343003335,-0.16036058560649613,0.0975286214527086
34,-1.2845690894046535,0.613838171080825,0.38082611222880397,0.010264201286370405,-0.02777158533157645,0.6085083729745218,0.7929949213204477,0.04841625611800231,-0.016975469920685944,0.13817329363860384,-1.143444434366246e-17,-0.015369009537462697,0.0,0.0404654014960598,0.023707443045764547,-0.11263644860122161,-2.2584876224004838e-18,-0.011706377393019898,0.0,0.06599748841136713,2.4621289012991985e-17,0.023241901113579183,-0.08957081848463021,0.056572134541835566,0.06286010782664761,5.425246027163794e-18,0.03177476196918243,-0.16058323683638223,0.09748675153458279
35,-1.284570347934777,0.6138192052655405,0.3808250291343953,0.010238500786527278,-0.02771885963489082,0.6084272855889189,0.7930593143473474,0.04825190812618774,-0.01703226929899809,0.13828932121285192,-8.965256448451856e-19,-0.015250449504422062,0.0,0.04020535566320332,0.02375260817291587,-0.11241384160051508,-6.116438147013104e-19,-0.011597634526681527,0.0,0.06594058339443586,-1.4658805124742125e-17,0.022577358622316752,-0.08906641164951157,0.05617303405221041,0.06287118286647558,-1.3296723205998007e-17,0.031963626857779925,-0.1608275489279056,0.09744928162729181
36,-1.2845729313082406,0.6138029743931784,0.3808246000192487,0.010214259637560986,-0.027664606601810443,0.60834611743871,0.7931237859495013,0.04809596750690524,-0.017093317845406714,0.1384058364302975,8.45573552499573e-18,-0.01514597768670247,0.0,0.03995464928114889,0.023778659645478883,-0.11219407902576396,-3.693573193286082e-18,-0.011509052216547529,0.0,0.0658935760992275,2.4958514005117604e-17,0.021980319552950767,-0.08858919321620734,0.05579818343773158,0.06288412736529428,1.3912516158651883e-17,0.03214621910002588,-0.16109606823034636,0.09741775053654307
37,-1.2845755062232465,0.6137882067269064,0.38082451223601615,0.010193317827428976,-0.027608456609277687,0.6082637859405577,0.7931891553145326,0.04794781220025181,-0.0171592686753472,0.13852515981989294,-1.1379647763983885e-18,-0.01505436834127442,0.0,0.03971118133690457,0.023789679001556784,-0.1119752628933993,2.594104575415299e-18,-0.011436515062847406,0.0,0.06585742179925169,-7.584915344866243e-18,0.02145982535581025,-0.08816274210730399,0.05544775919186278,0.06289914291042913,-1.4286904721338284e-17,0.0323239905825021,-0.16139374701181283,0.0973931240528904
38,-1.2845766107819558,0.6137733783869089,0.380824347486381,0.010176608196990636,-0.02755089083831385,0.6081792854297476,0.7932561640692,0.047806405972007686,-0.017227998530836636,0.13864939292414039,-6.2044840785938604e-18,-0.014973133332289692,0.0,0.039472160865623204,0.0237938365969122,-0.111754728000998,-2.0276843791634878e-18,-0.011371977197389332,0.0,0.06583249404012873,-1.3355539056272977e-17,0.021022087547340557,-0.08779838972574344,0.0551213760819519,0.06291639882708694,-4.305468470893609e-18,0.032497766097530495,-0.16172108550599354,0.09737443985119916
39,-1.2845766111145733,0.6137587574640868,0.38082414361680184,0.01016300120187768,-0.0274925394204396,0.6080930441256593,0.7933244754630822,0.04767153941817391,-0.01729760758392295,0.13877763226366918,5.289982971857285e-18,-0.014901943692488082,0.0,0.03923774566014948,0.023792261650040773,-0.11153271709705528,-2.6280123630850727e-18,-0.011314531165379817,0.0,0.06581810817890539,3.86591131082783e-18,0.020662493498716256,-0.08748102634576148,0.05481882673298091,0.06293584340748863,-4.100486497658068e-18,0.03266674606947273,-0.16207392954820452,0.09736019923937952
40,-1.2845758705423478,0.6137446249915111,0.3808239430923338,0.010151364309882144,-0.027434033335124907,0.6080054866368946,0.7933937558596282,0.04754310007290587,-0.017366245918382102,0.13890898375086957,9.816973719515045e-18,-0.014840512711740491,0.0,0.0390081602527804,0.02378599718648209,-0.11130949092673015,-4.261435992526186e-19,-0.011263324970069512,0.0,0.0658127030087357,-3.967078808465516e-18,0.020376013180793216,-0.08719454902149987,0.05454034294314264,0.06295720593420656,1.1401063470042883e-18,0.03283015194082462,-0.16244787629038285,0.09734890515336385
41,-1.284574763360868,0.6137312550701284,0.3808237853208435,0.01014056010029987,-0.027375963493568814,0.6079170455102436,0.7934636673734635,0.0474208473131343,-0.017432082455155033,0.1390424808164073,-6.271244998652403e-19,-0.014788479321123583,0.0,0.03878355398831532,0.023776108534067482,-0.11108536753863137,2.049885906804411e-18,-0.011217426707451208,0.0,0.06581475973117376,9.353890715647645e-19,0.02015762534155785,-0.08692278736779199,0.05428614722469523,0.06298021368488661,2.0117032497289633e-18,0.03298704078434209,-0.16283850444284237,0.09733906393132917
42,-1.2845736404770345,0.6137189181603381,0.3808237101417286,0.01012942172585195,-0.027318941091509487,0.6078281618968748,0.793533865615201,0.047304602361305736,-0.017493189785321876,0.13917724483614005,-4.0272859765308003e-19,-0.014745516718969134,0.0,0.03856406813762239,0.02376372626394096,-0.11086059954042814,-7.576312666495691e-19,-0.011175993929657894,0.0,0.06582275029582663,-2.455633217384942e-17,0.020002341673125902,-0.08664958593807193,0.054056459956441844,0.06300456689818018,-2.4445370857759108e-18,0.033136591489205294,-0.16324145077503402,0.0973292220151058
43,-1.2845728759565038,0.6137078971096099,0.3808237588693378,0.01011681736172624,-0.027263568711590344,0.6077392647831898,0.7936040157839205,0.04719416242596385,-0.017547746729505785,0.13931231641067815,-5.772029091267462e-18,-0.014711308858127615,0.0,0.03834987515949649,0.02374988004599344,-0.11063546138498455,1.3888991142030875e-18,-0.011138115059714723,0.0,0.0658351016304536,1.8956226782636818e-17,0.019905227815072743,-0.08635882800406404,0.05385140587632716,0.06302995107360444,-1.6855955650360577e-19,0.033277963690650544,-0.16365225142757142,0.09731789370172382
44,-1.2845728294651353,0.613698453994871,0.3808239696133343,0.010101597032424022,-0.027210436615899575,0.6076507708687154,0.79367379353184,0.047089272576165644,-0.01759388154401162,0.13944680047394326,-1.4595243739292938e-17,-0.014685531338610768,0.0,0.038141075287972864,0.02373566906185601,-0.11041026689255926,2.6993252580544944e-18,-0.011102901124495655,0.0,0.06585031215667259,-1.5102597449544175e-17,0.019861303287533265,-0.08603440808372367,0.05367108385963746,0.06305605022738404,-8.53470397653433e-18,0.03341025655314316,-0.16406656581020962,0.09730359823493752
45,-1.2845738689786685,0.6136908740515262,0.3808243855056281,0.010082606815704062,-0.027160187213465734,0.6075631352955062,0.793742843684416,0.0469898001809258,-0.017629682430308446,0.1395797542079697,-1.3079150716658796e-17,-0.014667832236245192,0.0,0.037937882213465675,0.02372217672922037,-0.1101852826954771,-3.205245464304177e-18,-0.01106945513298441,0.0,0.06586682081206072,2.243890862439128e-17,0.01986575079207528,-0.0856602073594851,0.05351549912801341,0.06308257451072642,-7.401373893108076e-18,0.03353257596544956,-0.16447995156743098,0.09728485582502491
46,-1.2845763519760882,0.613685434641749,0.3808250447400762,0.010058712271464624,-0.027113383514190837,0.6074767785391987,0.7938108403627965,0.04689552070099781,-0.017653352487916787,0.13971023769749003,2.946289128918939e-18,-0.014657912838393282,0.0,0.03774039953260075,0.023710436048120634,-0.10996076784561234,-8.752993631464624e-19,-0.011036936019882104,0.0,0.06588307209952837,9.866292709177294e-18,0.019913709178247335,-0.08522006768142219,0.05338455404124666,0.06310922356392093,-8.15438618321715e-18,0.03364410007489459,-0.16488803982270123,0.0972601992755872
47,-1.284580645786698,0.6136823994948264,0.3808259883129673,0.0100287419982442,-0.027070639916841492,0.6073921433679389,0.7938774395102344,0.04680615510210007,-0.017662986581297883,0.13983733288712755,-4.034052313941484e-19,-0.01465539273053776,0.0,0.037548751162621116,0.023701573314220462,-0.10973707395843398,8.118149054942426e-19,-0.011004401293116597,0.0,0.06589749840473315,1.3931574399965105e-17,0.020000436980420585,-0.08469783225761318,0.053278035414707645,0.0631356929418558,-6.9194121461203795e-18,0.03374386004932928,-0.1652864272409286,0.09722816124425271
48,-1.2845871113003668,0.6136820490850409,0.3808272582357656,0.009991546784455798,-0.027032564097495812,0.6073096580405314,0.7939423081823145,0.046721541174829906,-0.017656710972758605,0.13996012882566713,-5.908411321942755e-18,-0.014659960673447379,0.0,0.037363102338506315,0.023696628069891076,-0.10951445594856313,-2.045144507533257e-18,-0.010970996087028402,0.0,0.06590848187429127,-5.010941036838034e-18,0.02012139596443631,-0.08407731260294624,0.05319550527099736,0.06316168344954795,-8.913327703957002e-18,0.0338310480072014,-0.16567070638533343,0.09718729386071297
